mag_x (uT),mag_y (uT),mag_z (uT)
3.266701609931725869e+01,4.353923003690981326e-05,3.778203083082679115e+01
3.269604009393245292e+01,-1.580951206774898476e-02,3.778214440572319432e+01
3.268416717191693266e+01,5.060464968478365841e-03,3.779755709644781803e+01
3.267299831002707577e+01,1.729960797178773865e-02,3.778533218993339915e+01
3.267888811034030283e+01,-4.053667184841912990e-03,3.779037533756685008e+01
3.269856198236243472e+01,7.781497081671555870e-03,3.779779221915131870e+01
3.269710978251922029e+01,-1.016977299758687562e-03,3.778940636118808527e+01
3.269401565525944875e+01,-2.269008336834736975e-02,3.779141096123684207e+01
3.269631297638134981e+01,1.898962141658733054e-03,3.778604210351616643e+01
3.269307826827323282e+01,-5.781224646904193146e-03,3.779001233397816861e+01
3.269360226479246734e+01,1.771714886015500479e-02,3.778733323711682601e+01
3.268351537118982719e+01,-1.631802198098836199e-02,3.779564105144320507e+01
3.269515576248929278e+01,-2.960852899431772045e-03,3.779084610188651538e+01
3.268795800565845155e+01,3.511381032329276026e-03,3.777894262222429944e+01
3.269085499370176962e+01,-2.639804215413736263e-03,3.779314210983699951e+01
3.270101788610917737e+01,9.007187133927823525e-03,3.779392482469896208e+01
3.267703149998820322e+01,-1.302046376969631311e-02,3.778130065870622900e+01
3.268823622047730737e+01,-9.085598807413415925e-03,3.777539648181935661e+01
3.269029186379871277e+01,3.880479122069691207e-03,3.778397412439753111e+01
3.268482987427449160e+01,-2.327981597211581637e-04,3.778773805147361742e+01
3.268843382285474775e+01,3.020016374839890830e-03,3.777372599588722579e+01
3.271346549741922161e+01,4.279707818921484226e-03,3.780271532436954374e+01
3.267738325027186619e+01,-2.550334030209001554e-03,3.777708407979979199e+01
3.268063058261078879e+01,-7.139028584422751900e-03,3.778889226790502676e+01
3.269548787196114148e+01,1.265109925322080789e-02,3.779194412338827647e+01
3.270081372967911904e+01,1.131205707555903162e-02,3.778549204166555597e+01
3.269373689375352399e+01,2.403976009466090181e-03,3.777777524940371734e+01
3.269994234707934311e+01,1.262749596788529478e-03,3.779372466272265285e+01
3.269169923155891411e+01,3.153396965738776425e-03,3.776295605091808483e+01
3.269662382407176437e+01,2.109376064544599486e-02,3.777350457558377883e+01
3.270125105084005668e+01,8.042071895223745423e-03,3.779722071098333913e+01
3.269714941584086887e+01,2.841790346278522637e-03,3.781057218405421594e+01
3.268365215730227646e+01,-1.086647661192845097e-03,3.777764591781431136e+01
3.269284213184947419e+01,3.745868791999342699e-03,3.781014380331501457e+01
3.267324988860308110e+01,-4.280764775525874692e-03,3.777655434435973092e+01
3.268617100010083476e+01,5.454549670849453621e-03,3.780974969952721665e+01
3.268877822173086400e+01,2.423648500766903673e-03,3.779374117711282821e+01
3.268247856836924115e+01,-9.218934903616684759e-03,3.777878495355045629e+01
3.269389493780867184e+01,4.606694781309559304e-03,3.780131715658971103e+01
3.269647387622450196e+01,1.266829695285907886e-02,3.778439562193371160e+01
3.268963822483152626e+01,-1.211019219984027506e-02,3.779011019642378955e+01
3.268373813656038607e+01,4.481145044945344935e-03,3.776437714050013739e+01
3.268066274911605262e+01,3.887286001125500514e-03,3.778826850029604856e+01
3.269981605763125998e+01,8.017298826241770274e-03,3.779951834790028897e+01
3.270076958076652573e+01,-2.044245046842725969e-02,3.778833179967651290e+01
3.268493546472792133e+01,-1.402036224726153045e-02,3.779323577158557868e+01
3.270381167870718286e+01,-5.627667854531143155e-03,3.778620801307481969e+01
3.267573581433359919e+01,-4.755965551070755887e-03,3.779675655492741981e+01
3.269657556809171695e+01,-1.265727079839062096e-02,3.778915584139342343e+01
3.269928483752738657e+01,-9.299592414174441893e-03,3.777039948447542628e+01
3.268110326323635206e+01,-1.589922152344098658e-02,3.779682237011396495e+01
3.268138303602911776e+01,-7.815752030070614864e-03,3.779902028542592518e+01
3.267972452882589351e+01,6.064404223055513965e-03,3.779102702570311578e+01
3.268386435767440901e+01,-1.042895547320898779e-02,3.777397049985266619e+01
3.266904840433874568e+01,-9.451985104323708947e-03,3.778441797067489460e+01
3.269658117066299496e+01,-6.320221925644370180e-03,3.780043383879529273e+01
3.269440249675621146e+01,-1.295573728986824415e-02,3.777861584531017058e+01
3.269585700349922774e+01,-4.381475311125385998e-03,3.779908849341340016e+01
3.270172568736978036e+01,5.356663003114352749e-03,3.778054207807446119e+01
3.268674181984431470e+01,-1.112879880378291747e-02,3.779471893363197665e+01
3.269205825758645290e+01,3.925678166858430004e-03,3.779846005705397971e+01
3.270281342927243173e+01,6.336269460683956536e-03,3.778623857432025801e+01
3.270199597064386410e+01,4.870123877845499057e-03,3.778586495117314570e+01
3.269228246674174443e+01,-1.320593891306127456e-02,3.778723188644399045e+01
3.268801035996034443e+01,8.300170332850720020e-03,3.777624100811318186e+01
3.268539547896097730e+01,-7.042879839302062031e-03,3.777506637650607502e+01
3.269940891707212671e+01,-1.170910007044217820e-02,3.779400711119445333e+01
3.269382310755025145e+01,-1.409298714368921283e-02,3.778188400519075429e+01
3.270214287991629476e+01,1.271590209050776563e-02,3.779702780597460787e+01
3.268745048213281024e+01,-5.627779399815525593e-03,3.778841354370337768e+01
3.268959858620742409e+01,1.805276438364339375e-02,3.780324378357533277e+01
3.270303165476822471e+01,-1.485381736613414824e-03,3.779297371644479142e+01
3.267591871938348191e+01,-2.157927633062893535e-02,3.778983513686990392e+01
3.269220203468218244e+01,1.070857310000354959e-02,3.779743302274810191e+01
3.269087272928350529e+01,2.498306135472121419e-03,3.777232825054305465e+01
3.269016196609092617e+01,2.422576979627705414e-03,3.780299145038740960e+01
3.270352695963262590e+01,1.612928780077968471e-02,3.778530089889702737e+01
3.268268119476265809e+01,-7.489413991449016955e-03,3.778853190205737889e+01
3.269670528272313703e+01,-9.666767657799566274e-03,3.780056605547305537e+01
3.268470278851850708e+01,-5.587962011904160737e-04,3.780560873008253253e+01
3.268307086616642465e+01,5.704178814737371388e-04,3.778842491347607080e+01
3.269354917158547380e+01,2.149420228907426150e-02,3.779786009348975995e+01
3.270355427352534150e+01,7.755497871129378136e-04,3.779463958828277725e+01
3.271328071373634572e+01,-7.076794481496300263e-03,3.778792858351319239e+01
3.269153388540556193e+01,1.248281974711040352e-03,3.778701551199566921e+01
3.268561683096918813e+01,-8.731930388336937854e-03,3.779192868875983891e+01
3.269968426385540283e+01,5.630665244624891499e-04,3.777805124876825005e+01
3.270153314422601909e+01,-1.032328705248011617e-02,3.779844452882996109e+01
3.267824425062748617e+01,1.429695700597072815e-02,3.778258999202822110e+01
3.267493485983545298e+01,-7.666256040530627230e-03,3.780822973227825656e+01
3.270858654242896790e+01,-9.311761308954931080e-03,3.779610762175931171e+01
3.268499682750862689e+01,-8.435623021943254238e-03,3.779061054309747192e+01
3.268854467571139821e+01,1.526074924571682329e-03,3.778447577290801007e+01
3.268703107630403792e+01,2.104039756711388251e-03,3.780727755717698102e+01
3.269083078435996725e+01,-2.631292766734577657e-03,3.779928864406840461e+01
3.267602392974659153e+01,7.337815766134223906e-03,3.778404170203130263e+01
3.270156309952373874e+01,-1.043313692051170936e-02,3.777937741920935366e+01
3.268072848657520524e+01,-9.566657739173246161e-03,3.778529110656590007e+01
3.270380188843189018e+01,4.006766823393312013e-03,3.777231444752042222e+01
3.267804520141165625e+01,-1.559641678146707149e-04,3.778298798031878647e+01
3.269356697803860357e+01,2.036932982671568054e-02,3.779227525167353008e+01
3.270480657310388750e+01,8.290579280166949713e-03,3.779982762156434006e+01
3.270829691249061710e+01,1.147358208271165737e-03,3.779466887929980601e+01
3.271393610967815135e+01,-3.956259267898962727e-03,3.777720423366646685e+01
3.268792279519533395e+01,-1.728709679401575425e-02,3.778171294576289085e+01
3.267948058743865403e+01,-2.038523880709082817e-02,3.778394350264881041e+01
3.270837785166535383e+01,4.579713691800339249e-03,3.779070074355668396e+01
3.269827877249159087e+01,2.345947863361556428e-03,3.778568058485475945e+01
3.268832928696887308e+01,1.847179971226412670e-02,3.779518114445141919e+01
3.271044858290563440e+01,1.504792414500529516e-04,3.779254633049099255e+01
3.270056522768685880e+01,-7.702511230464728458e-03,3.779192233072794949e+01
3.270032378374703796e+01,-1.755092430099332648e-03,3.779554812048135659e+01
3.269448024320576707e+01,5.556496968866874060e-03,3.780134565246390110e+01
3.270199487042194875e+01,1.933157841024840326e-02,3.778754879656482757e+01
3.271729332947232649e+01,-6.854243045987340986e-03,3.777710508553015245e+01
3.269530030987338876e+01,1.580840454397872824e-02,3.779651640139047686e+01
3.269333180034662689e+01,-3.688752107907378782e-03,3.780465362367461779e+01
3.268934922702857904e+01,9.993692049619151002e-03,3.778413355251120009e+01
3.271259994818625216e+01,1.497082943825238203e-02,3.778997623075674994e+01
3.270998476944787825e+01,-9.129292546317547413e-03,3.778423865916136748e+01
3.268855762212753291e+01,-6.668478654427886267e-03,3.777911922726825367e+01
3.270239624403265566e+01,-9.759133232556933477e-03,3.780038391584913171e+01
3.268882389295883684e+01,1.168780035257973443e-02,3.778528745481439444e+01
3.269060057276288234e+01,3.963529060639496386e-03,3.777679876645424883e+01
3.268240474155962971e+01,7.785976666153870789e-03,3.779476975345781398e+01
3.269731424016702448e+01,1.044123469011351210e-02,3.778828760172545032e+01
3.268521221062121640e+01,7.034034211666377774e-03,3.779607505033879278e+01
3.270091936984666603e+01,-1.742951821617899286e-02,3.778636552111272096e+01
3.270767767878709265e+01,-8.182187412741560167e-03,3.777781404629373441e+01
3.268935476496719161e+01,8.883598717033923267e-04,3.777278096607327029e+01
3.267572451794834620e+01,-3.000100405105133369e-03,3.778377854762150889e+01
3.270569557288683171e+01,1.141919707225062071e-03,3.777401385476314033e+01
3.268700083451226135e+01,9.623855919843708751e-03,3.777502390960653145e+01
3.269209503648963278e+01,7.157613082885309029e-03,3.777338706138059621e+01
3.269429929184592254e+01,7.832193499562148040e-03,3.779057699553794691e+01
3.270595956261539072e+01,-8.533918091107949022e-03,3.777733821059725017e+01
3.268641017579738417e+01,8.922178713693133464e-04,3.777578109054656608e+01
3.269385353296396346e+01,4.365782367672683441e-03,3.777958379189774973e+01
3.269209163229413662e+01,2.248834836882276488e-03,3.777994754835417979e+01
3.268616419469581302e+01,-8.189156773359983210e-03,3.776899889205394345e+01
3.269879828244435771e+01,-1.015374855126907096e-02,3.778581234391764099e+01
3.267720988560730433e+01,-1.526396366592430894e-02,3.779230562694310436e+01
3.269103496353066873e+01,-1.266041220682164944e-02,3.778807375539242486e+01
3.269549395920357426e+01,-9.164544858691905937e-03,3.778779404093681649e+01
3.269239901045912688e+01,-8.442683742444058795e-03,3.779963444371743009e+01
3.271058907287349626e+01,-9.026772995583312587e-03,3.779434273540418587e+01
3.270143664004011441e+01,-3.948548890801124346e-03,3.780385285354063285e+01
3.266962313188507494e+01,-1.039139568072986949e-02,3.777648468437816121e+01
3.267444387971952580e+01,-5.972800414082768405e-03,3.778002172836112038e+01
3.268301405823127936e+01,-1.426038967133070635e-02,3.778993236389989363e+01
3.269123608674751580e+01,1.962424423849332741e-04,3.778879278676403430e+01
3.269723897788839651e+01,-2.726997025379528875e-03,3.778427187940085474e+01
3.270130122454677490e+01,-1.304965309902957407e-03,3.777543482666809638e+01
3.271314791177501036e+01,1.214776312464152172e-02,3.776631518625535477e+01
3.269962001354210912e+01,-7.533935147251737997e-03,3.777690268602837875e+01
3.270269997620651736e+01,6.440480627654546555e-03,3.781222474323273985e+01
3.270250212428464209e+01,1.358056161409509216e-02,3.780260020156232059e+01
3.268262045991902909e+01,-7.731711531500520297e-03,3.780357816963623918e+01
3.268365113166761660e+01,9.641314862100512292e-03,3.777668021662623943e+01
3.270357606978471665e+01,4.170644385272466101e-03,3.776968082669129956e+01
3.268839776188885793e+01,2.882566742685436188e-03,3.779167429020542102e+01
3.269918413343272334e+01,-2.137560042511097499e-04,3.778328815268324092e+01
3.270362376804204985e+01,5.607787300112254854e-03,3.780218586029865691e+01
3.268975309486032899e+01,-1.181902160786654429e-02,3.777607276575454875e+01
3.270817987724836229e+01,-1.371058940570079807e-03,3.779020005589420350e+01
3.268707460664608533e+01,1.278401442138905192e-02,3.778436870086896704e+01
3.271225156618127272e+01,2.584097816497975958e-02,3.779284809580854443e+01
3.270543658036597634e+01,-1.098457937459138348e-02,3.779441543304461248e+01
3.269678520908706787e+01,1.446879583566053340e-02,3.778798988657638347e+01
3.270434664499648392e+01,-1.882005537459419814e-03,3.778587263976621102e+01
3.269361383996619708e+01,4.143417953875012331e-04,3.776506988252021557e+01
3.269645104449228512e+01,1.255729916122222574e-02,3.779386247242624819e+01
3.269892405588371531e+01,8.959102327663098948e-04,3.779106837255612561e+01
3.269473614648594406e+01,-2.893783206103298089e-03,3.779320279864043641e+01
3.269448813516243746e+01,-1.270141451732770786e-02,3.779726781634452237e+01
3.268834904903456362e+01,7.327768297371620512e-03,3.779017044711342521e+01
3.269291420898328937e+01,8.464813495909445304e-03,3.777504548210161062e+01
3.269844354457230651e+01,7.566069159848470317e-03,3.778434573265472096e+01
3.268420059356209606e+01,-4.729068071311980743e-04,3.777353696277959472e+01
3.270757220837097634e+01,9.666948343040212416e-03,3.779453558506553890e+01
3.269001035936265964e+01,1.870065939545885719e-03,3.778443956231471645e+01
3.268259019077918737e+01,-4.442462639890999015e-03,3.779567919049390667e+01
3.268653908381344309e+01,-5.814154194447320421e-03,3.778150872752972589e+01
3.269049726527317290e+01,-1.514416531821258585e-02,3.778847245252496378e+01
3.270044134859580964e+01,2.046246190571738340e-03,3.778746290108241368e+01
3.269421463935196215e+01,-4.266756276024645869e-03,3.778349784919452503e+01
3.268069028328353198e+01,2.196017533517768624e-04,3.779811682349561153e+01
3.269594240128208185e+01,-5.643669172242046610e-03,3.780485197538102682e+01
3.269480858198846107e+01,1.573647408106945006e-02,3.778556166114397996e+01
3.268313472108961548e+01,3.021398365676698349e-04,3.779872331743258229e+01
3.267975818956151102e+01,1.736324051328713442e-03,3.779543855933074070e+01
3.268903981142447890e+01,-5.588974965664541194e-04,3.778636945467703612e+01
3.269461629255768287e+01,6.419067301663555227e-05,3.776557599176906876e+01
3.269042330042712763e+01,3.827385065886964276e-03,3.779773104820234408e+01
3.268796783936421946e+01,-8.629076138751674493e-03,3.781610805730877445e+01
3.269785387616295225e+01,6.761173852986360894e-03,3.779729192270510651e+01
3.269830813004082870e+01,-1.630955524182764156e-03,3.778431571145113566e+01
3.271488867593510008e+01,-1.261498426950786490e-02,3.778844703847034481e+01
3.268002017913823209e+01,2.443457038177220507e-03,3.779534759565187585e+01
3.269269558084442906e+01,1.428036888134024372e-02,3.778830103427794285e+01
3.267916852040232101e+01,-2.948707741729371130e-03,3.777407843765258377e+01
3.270045211916163908e+01,1.327387869751354976e-02,3.777616760220414704e+01
3.268457320693007517e+01,-1.947934181531018466e-02,3.780553993316397055e+01
3.269924297292823212e+01,-5.994682304710955562e-03,3.777256235897026215e+01
3.270311997982287977e+01,3.499690913635208466e-03,3.778230469448547524e+01
3.270012225878229373e+01,2.410721192420828187e-03,3.778511756128254717e+01
3.269619637588571237e+01,9.895466655796148620e-03,3.778695347704261565e+01
3.268472583786438435e+01,1.933026873955978608e-02,3.779470136614685316e+01
3.269589732984788100e+01,2.471556709462579150e-03,3.777379969758667499e+01
3.269736643234673323e+01,3.327622811786438983e-03,3.777225128107858154e+01
3.270238172470203608e+01,-7.291852574370451300e-04,3.779508742030424884e+01
3.268960000839697244e+01,-5.353345493939756089e-03,3.779207424620146583e+01
3.271136424230419948e+01,-2.940785783599302386e-02,3.777410562287092688e+01
3.269421849756074749e+01,2.442401141387722657e-02,3.779808716035597627e+01
3.269941463581137242e+01,9.450571887263512286e-03,3.778117482236807945e+01
3.269175065914873812e+01,-2.221830782053533637e-03,3.777724764840242955e+01
3.268726080886357721e+01,-1.767544130969157454e-02,3.779846319019755185e+01
3.268005178004150935e+01,-3.997006073922414193e-03,3.778521820811820930e+01
3.269349953665949471e+01,-1.047976136811453601e-02,3.779134556757755092e+01
3.269189744138022746e+01,2.879603357715088130e-02,3.777425336463971206e+01
3.267248667447037747e+01,1.882912303966933045e-03,3.777863133733222867e+01
3.269415539974669827e+01,2.428448992525828170e-03,3.780105417900335141e+01
3.268988918454880377e+01,1.168383756550966934e-02,3.778420135969664528e+01
3.269228789214236741e+01,-7.358848074390927745e-03,3.778197229310617189e+01
3.270896294710863828e+01,1.399579607706563861e-03,3.778662517733091875e+01
3.270365468506507511e+01,-1.622644145918769598e-02,3.779588245570127469e+01
3.268130739902866111e+01,2.116007262139237358e-02,3.778625431554575442e+01
3.266323978142433759e+01,4.057096547415611266e-04,3.779013900257280056e+01
3.268305051038699816e+01,-1.274805634313658058e-02,3.780926208782459952e+01
3.269782219198395978e+01,-1.089095238444265888e-02,3.778854700726547833e+01
3.268697634087646264e+01,7.744663490408590194e-03,3.779150275258191982e+01
3.268445800804956747e+01,-7.887788944308580727e-03,3.778381240624754867e+01
3.267753506938373675e+01,-3.980643659604021431e-03,3.780066482638235215e+01
3.268515434774174366e+01,2.867240156349493748e-03,3.779769534645480178e+01
3.268833880882660026e+01,3.491818073665059019e-04,3.778064723548569503e+01
3.269394412641659642e+01,6.171426237045920908e-03,3.777591737974214681e+01
3.270954274928123340e+01,2.948690562980306809e-03,3.780216733031568310e+01
3.269139016765908679e+01,1.496137798544982210e-02,3.778582715289419269e+01
3.269173617881499894e+01,5.637141072392339546e-03,3.777928164198528549e+01
3.270351601746659753e+01,4.406779842289250057e-03,3.780104194500673032e+01
3.268751805228645679e+01,2.725918509865146375e-02,3.778530595426301630e+01
3.269083344383898293e+01,6.548151083831852369e-03,3.780118681796069779e+01
3.269340432588499823e+01,3.605380515588331187e-03,3.778622708455095136e+01
3.271507576215253010e+01,-1.080584943786439944e-03,3.777852487149596072e+01
3.267921502256326249e+01,2.600174086759395476e-03,3.779824419124242496e+01
3.269822663228229942e+01,5.453255484815201608e-03,3.780077821008332251e+01
3.269615470501698695e+01,-1.366016509166602215e-02,3.779253723472655224e+01
3.268235810148691201e+01,8.028490176565905231e-03,3.778082966450019597e+01
3.270990019421793704e+01,6.515625974188680178e-04,3.779234994956408400e+01
3.269054927498149254e+01,6.073182743848036004e-03,3.777451689535286761e+01
3.269585152079977064e+01,7.555148421391853948e-03,3.779715373108066245e+01
3.270269607036170356e+01,-8.830772193813648044e-03,3.780113868909808161e+01
3.268154734497679215e+01,3.742704538568332202e-03,3.777635304651354176e+01
3.269674799553344258e+01,1.537594240224841088e-03,3.779334509062931602e+01
3.268673019252572942e+01,6.485986934908070239e-03,3.777948728109092968e+01
3.269201273143168152e+01,9.817612798769925070e-04,3.780764562968934683e+01
3.268510554978913518e+01,1.311051778120734569e-02,3.778476491000524362e+01
3.269406772552255802e+01,2.606364067150154784e-02,3.777811066615212354e+01
3.270399697289941088e+01,-2.150751507427012526e-03,3.777565707631548264e+01
3.269674271919449637e+01,-3.975840523156443096e-04,3.778259474004184426e+01
3.269217717028450210e+01,-1.445563376756489951e-02,3.779410003551262776e+01
3.269782763417147464e+01,-3.509552227976662272e-03,3.778313419035010412e+01
3.271105283526085117e+01,-1.084088668527517091e-02,3.778591931909108581e+01
3.269940082819619676e+01,1.590579104541726962e-02,3.778663136822714108e+01
3.269490003857487892e+01,-1.064255113424029432e-02,3.778016790757194343e+01
3.270295373234416303e+01,-9.832691141755623906e-03,3.780510277233050687e+01
3.269338799872351586e+01,-1.797077400173067432e-04,3.779688653117245423e+01
3.270226195849735973e+01,-2.565565124557261933e-02,3.779153695528466983e+01
3.268262920908674118e+01,-2.311512079403367850e-02,3.777825081181163824e+01
3.269324958419824156e+01,4.732199038854242173e-03,3.778788733651634857e+01
3.270015133274564079e+01,-2.003744646896404510e-02,3.778527372936046191e+01
3.269778192327387956e+01,3.508827433065935821e-05,3.777666009138734182e+01
3.268731103523911230e+01,2.063222456114889580e-02,3.778839748954744948e+01
3.268633776053608386e+01,-7.725346325598281098e-03,3.778770320898597390e+01
3.269795213998463623e+01,1.749455228020496385e-03,3.778789544109815779e+01
3.268421651525401472e+01,-1.931457079984341685e-02,3.777615667707625846e+01
3.269103775281789126e+01,-2.174736628079435713e-03,3.778344931005551643e+01
3.269415657145015786e+01,7.018731375034085659e-03,3.781133831693967551e+01
3.271977163520244147e+01,-2.362450673132287376e-02,3.778591996889206683e+01
3.269519819947576877e+01,6.200110527418018977e-03,3.778948791719571432e+01
3.268266472132221168e+01,1.866799060819537143e-02,3.778988271948362154e+01
3.269374908475940344e+01,-1.995436900196906338e-03,3.777413157371011465e+01
3.269965006551027642e+01,2.002748201461168262e-02,3.778810732945650841e+01
3.267510221337782639e+01,1.415855246574784614e-03,3.778960908973699162e+01
3.270975701635995136e+01,-1.018257448487538443e-02,3.778396626399054981e+01
3.268324148149742570e+01,-1.179949419098951088e-03,3.778207295069741178e+01
3.269463471087378537e+01,6.503019665288605096e-03,3.779270006944412330e+01
3.269532953165271749e+01,4.946657339679852959e-03,3.779053444882104884e+01
3.268771966616811397e+01,7.958663498806584080e-03,3.778052091881634311e+01
3.268415827924187056e+01,-1.808019249475694562e-03,3.780278585280206727e+01
3.268565618960548846e+01,4.885839120812849636e-03,3.777704442792483519e+01
3.268588472399130040e+01,-1.288517172682288395e-02,3.779115539050825134e+01
3.270453947056019217e+01,7.488601844298330146e-03,3.780346336727905054e+01
3.269771223516907099e+01,2.957050712541183738e-03,3.778053511735465975e+01
3.267134028344192842e+01,2.356184072609751427e-03,3.780226250698056845e+01
3.270053894682273921e+01,1.337018529705152545e-02,3.778140268251041078e+01
3.269915900331903202e+01,-5.574245770229769963e-03,3.778969153220550226e+01
3.269975592633854689e+01,3.496393544088801340e-03,3.778700021833363820e+01
3.269370802064234027e+01,-2.616519177480017971e-03,3.779353743612829675e+01
3.270234808856005770e+01,-1.357248536815704176e-02,3.778939996669466694e+01
3.268944237691837884e+01,-3.260746454327177572e-03,3.778005621910507017e+01
3.271189360981867367e+01,-9.461376941288283937e-03,3.777997817453964302e+01
3.268629561885717294e+01,-8.109379118002765438e-03,3.779563817320030950e+01
3.269634258795312576e+01,8.820755243647202676e-03,3.777175178090000429e+01
3.268467070935722774e+01,-5.016488692068467141e-03,3.776873258168448899e+01
3.268056927892412489e+01,1.223005883537118914e-02,3.778509393348954859e+01
3.268293747039508190e+01,1.096846272169226498e-02,3.777494595241935826e+01
3.268820755833155545e+01,1.536258135676657824e-02,3.777911049407155275e+01
3.269018130047954429e+01,-9.769772721275927357e-03,3.779207207054654560e+01
3.269347963005535007e+01,-3.718688767463909639e-03,3.778565516404381697e+01
3.268379904764206145e+01,-1.816023020343456723e-02,3.778847432585853738e+01
3.270547201062204579e+01,-3.068068934670820525e-03,3.780035555768404976e+01
3.269006197625642329e+01,1.380154632835606070e-02,3.778231637147106170e+01
3.270539593057643657e+01,1.394047592201065784e-02,3.779829276183224351e+01
3.268550743697002048e+01,-9.937095287288472481e-03,3.779566530869965391e+01
3.268988616494065980e+01,2.071048147912094711e-02,3.778669207428178822e+01
3.269071526603980260e+01,-7.730395908213961650e-03,3.776845681038776092e+01
3.267569292791059610e+01,-1.025010917898869049e-02,3.776669073794679576e+01
3.269706855433842208e+01,-1.718766965190709345e-02,3.777842397138248742e+01
3.269889128770179099e+01,2.107041586185428444e-02,3.776838430123679302e+01
3.269625175440347675e+01,1.099541665201993548e-02,3.778740589768140978e+01
3.267667862573261317e+01,-1.386343291082213188e-03,3.778027049765624668e+01
3.269630365397969030e+01,-1.753587229194234582e-03,3.778953372099216779e+01
3.269788891987357715e+01,1.041228605154415759e-02,3.779586544709491136e+01
3.269602765083449469e+01,2.154048018260791737e-03,3.776749009398250934e+01
3.270085659366367281e+01,-5.476409089988476097e-04,3.778027003812009355e+01
3.269947874193513826e+01,1.001527789353531296e-02,3.778731677074568296e+01
3.266869405684874295e+01,1.664054581359422288e-03,3.779423711763927685e+01
3.270343904570609084e+01,-3.014139567050024004e-02,3.779404825512269639e+01
3.269075094075035537e+01,5.089999674455085964e-03,3.777691929892866085e+01
3.269163800940538067e+01,4.645292226454077363e-03,3.779123590724496040e+01
3.267708269241576602e+01,-1.992736648841483479e-02,3.778264971787855586e+01
3.268911734521219614e+01,-6.791059810513345139e-03,3.777855094793288515e+01
3.268779799371541372e+01,-2.059798433404646384e-02,3.778020127182845300e+01
3.269933154519397789e+01,-5.220280186005238875e-03,3.779930902082881516e+01
3.269900635066748862e+01,2.071035271436073855e-03,3.778629265764405432e+01
3.268382805246085354e+01,-1.066830714295550521e-02,3.780167125365836256e+01
3.269195999375858008e+01,-1.581126148056886949e-02,3.777387442556371866e+01
3.270384873650265689e+01,5.794057026658087223e-03,3.778846191611118854e+01
3.269367344556376054e+01,-1.508012410042945846e-02,3.776785594207226637e+01
3.268897076565966131e+01,1.549111346068584097e-02,3.778361110163547210e+01
3.269137489335950875e+01,-3.482394984778654223e-03,3.777365468568879692e+01
3.268496084587079054e+01,-2.511659163165680039e-03,3.780064909065148271e+01
3.271243954358858019e+01,-1.267092911383419819e-02,3.777949043647542737e+01
3.268481677857036516e+01,-8.579938967159366978e-03,3.778652103908201099e+01
3.268063118229467534e+01,3.594384829265259273e-04,3.778054110872020033e+01
3.269631301834974124e+01,1.398853750631863686e-02,3.777694571175529603e+01
3.268217979966431130e+01,-1.880761228790384099e-03,3.778653311990029806e+01
3.269811938806627438e+01,8.841186988670798885e-03,3.778252080190735995e+01
3.269409791361420758e+01,7.271184617277512072e-04,3.779045811865822913e+01
3.269121479034653532e+01,-3.438098893030048890e-03,3.779331706547650782e+01
3.270006728694285414e+01,-6.639133744786277977e-03,3.780176008464056281e+01
3.271318298642747635e+01,-4.622974382509092289e-03,3.778787270659287145e+01
3.268874583040084048e+01,-7.122663912837383371e-03,3.777856181348497699e+01
3.269843499520959540e+01,-1.069315651640364608e-02,3.778441210660508887e+01
3.269851288064244699e+01,-1.252703303877743474e-03,3.778903843901363757e+01
3.268159548616694821e+01,4.021494060678953639e-03,3.778771285171273320e+01
3.267700337283957879e+01,3.323804563850029248e-03,3.779800412426908451e+01
3.269643196052882672e+01,9.987594912174067863e-03,3.779295142899985649e+01
3.270390373367486347e+01,1.144144973273127742e-04,3.779099732812274937e+01
3.271666349837776977e+01,8.763585461064588369e-03,3.779031263295951959e+01
3.269386633292244682e+01,8.475427028190206033e-03,3.779593360989713346e+01
3.268182817897432102e+01,-5.970570145411769995e-03,3.777421785125780218e+01
3.269945680042904002e+01,-8.398934655597807206e-03,3.778508174823227250e+01
3.269706559875961460e+01,6.315482735084205178e-03,3.779440963674242937e+01
3.270496807846652132e+01,-6.248531959031018539e-03,3.778450476979801920e+01
3.268781173535382578e+01,2.966585188539698926e-03,3.778620826158832102e+01
3.268658819310977037e+01,-1.108329514575779684e-03,3.778519107587465697e+01
3.270274248496573222e+01,-1.730339459487537090e-02,3.779356151264493491e+01
3.268675082189336933e+01,-1.128124780677764068e-02,3.778731273144581593e+01
3.268040270177232998e+01,4.684708817136212095e-03,3.778360843779271505e+01
3.270743403844027597e+01,1.352661778314234254e-03,3.779363428653274326e+01
3.270454596089852828e+01,1.249862678611777470e-03,3.779737915498171930e+01
3.268808695212407400e+01,6.929263650713513630e-04,3.779061905142796007e+01
3.269623213295584918e+01,8.932564123784035581e-03,3.780623025826332650e+01
3.270096669945518641e+01,7.072630923709286900e-03,3.777780987149638747e+01
3.268658621774282835e+01,1.041181446064115557e-02,3.778386655722704290e+01
3.270290777185842046e+01,-4.559868363981183642e-03,3.778786537436545245e+01
3.267207070145438763e+01,-5.873365870847044833e-03,3.778508058898950139e+01
3.269818101865664772e+01,-3.024377367037712257e-03,3.778783722332644857e+01
3.270086425940142760e+01,-8.743441996749907671e-03,3.778785778054421485e+01
3.269532830959111180e+01,4.280918591082389507e-03,3.778173225698476756e+01
3.268754617291661191e+01,-5.932785819161691052e-03,3.780709961153237941e+01
