gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-5.368257663188665679e-02,-5.041617203281746618e-02,6.013427215338390530e-02
7.555864835749086066e-03,-3.292886957025092931e-02,-1.359242421307867328e-02
-2.148499301747434573e-02,4.755309609204422944e-02,-1.865842584488802561e-03
-3.074886931290657724e-02,-2.818675676955160331e-02,1.011833691725713170e-02
9.434802754638964284e-02,5.196294502969892037e-02,-4.862590437253340447e-02
7.846461357922458052e-03,-2.890523789229413124e-02,-1.157297377339049776e-02
-6.773234109861098022e-03,-3.624645330674164390e-03,-2.694617536191900448e-02
-3.398428335882670154e-02,7.538792136559355206e-02,-1.979899812447141055e-02
6.606261011495373481e-02,7.378263713159929037e-03,1.771268651095292065e-02
3.277284783620072056e-02,1.616824961246921682e-02,4.024429475934024336e-02
5.606585139761649170e-04,-3.273754777284312162e-02,-3.663841450810972206e-02
-4.588592168115857017e-02,-1.361533624827285238e-02,3.631567144327748492e-02
1.574249043624793148e-02,-1.350048154566920421e-03,2.026781590663542885e-03
8.495132185618603504e-02,-3.075590784141703227e-02,1.485833205932606330e-02
1.967482779589552894e-02,-5.989936262921601029e-02,1.209300218811420330e-02
-2.767833009241450759e-02,3.628289527556951416e-02,4.080814344815119482e-02
-2.265873276359319996e-02,1.216319607852374557e-01,2.354640615056560402e-02
4.315550282939100563e-02,1.730994919596533493e-03,-4.374683304090163510e-02
2.517517937087594346e-02,5.189445589933975450e-02,-7.101718221989241145e-03
3.862367272908577044e-03,-2.643271239954362098e-02,7.613841263055717845e-02
6.616807351705697449e-02,7.686159662454009056e-02,-7.776565607198576702e-02
3.362648032594822006e-02,-4.989676569513424448e-02,-2.606507284578802458e-03
1.584394896952279544e-02,-9.005211429741714901e-02,1.330211022894617692e-02
1.971930459981221032e-02,-9.926384674724087268e-03,2.295009894150102508e-02
-8.833685891116166422e-02,-4.887146239882618481e-02,2.092150492895779312e-02
5.909734972526049096e-02,3.796839206566853669e-02,-3.181749535576176152e-02
-2.370656500811941375e-02,-1.615997013792258574e-02,6.426080207951269385e-02
1.051054667652764896e-02,2.457485914212452147e-02,4.401559547708854686e-02
-2.612583534732551213e-02,-1.800663319751439131e-02,-3.342354325626666067e-02
2.768033243982197245e-02,4.257352691027015829e-02,-2.549220343360034027e-03
-1.159170426899455014e-01,-2.433116553471651247e-02,-3.860076301120337477e-02
-2.684556092289549101e-03,-2.999613853199462055e-02,-6.087009463458777428e-03
-3.701820820297883896e-02,-1.390738098634974884e-02,6.261734303973538751e-02
-2.360994985074091335e-02,-4.782086950403988818e-02,3.121188346080273554e-02
-1.257949367208724759e-02,2.187402234230764395e-02,-7.206402923148187700e-02
-3.535612962512879771e-03,-2.829074563300868622e-02,6.245306982832821846e-02
2.039613690491644607e-02,2.586758189719050999e-03,2.799802408809316107e-02
6.633707979055709913e-02,-1.905688612346936178e-02,-4.052720474605728262e-02
1.382000386537812070e-02,3.254784547953574331e-02,4.145873891390149807e-02
4.217090361817261990e-02,1.368907693481428468e-02,9.292165914807583652e-03
-5.609389348826743921e-02,-4.062491128027593407e-02,-4.861204581506136518e-02
-4.993526434815685061e-02,-6.064432630926581969e-02,7.543680303256755648e-02
-1.169684865033246944e-02,8.680796161296794669e-03,-6.588579831408418463e-04
-2.104050118209699685e-02,-7.268881610755660062e-03,5.819949108078838890e-03
8.398773137012860435e-02,4.710771554589049392e-02,5.297103690936352804e-02
-9.635720607923231595e-02,2.721709339184383986e-02,5.183028843285270720e-02
5.780152982065753231e-02,-4.231036777327846360e-02,1.139894130119004610e-02
5.898218941999522347e-02,-5.671945615267877383e-02,-3.329475398533311009e-02
-5.657194712681445220e-02,1.443996047924315206e-02,-6.048827799862971366e-02
7.946186092687922142e-02,5.547517151701073651e-02,-1.834596343021655971e-03
4.846973366807244554e-02,-2.036373849253146628e-02,-5.188376614375216772e-02
8.122872881321294147e-02,-1.001985783166453869e-01,-4.442350982734268039e-02
-3.671121838285254513e-02,-9.744286448020655911e-02,1.658948780089740730e-04
2.416612351040885176e-02,-5.640859601131161666e-02,-3.139523849303864356e-02
6.828350894477868034e-03,4.987229769116383049e-02,-4.956128193657196451e-02
-9.008127023017813151e-02,-1.940730993615884942e-02,7.356749454243307999e-03
2.557490497106319413e-02,3.983092103311951931e-02,-8.244717291157095326e-03
3.781546102307087320e-02,-9.435903937759278909e-03,3.906591467292286346e-02
-8.002545359527199476e-03,7.100285016296964229e-03,2.109984342331772816e-02
-2.677738462833163108e-02,1.961474978318143020e-02,8.614735019396896343e-02
5.301134819161116424e-02,4.171119579817129247e-02,-1.054426401775874177e-02
1.087808677328066902e-02,-3.252587386398748254e-02,-2.726333040284562026e-02
1.600926117403606019e-02,-6.052102819588379978e-02,-1.298938693604603234e-01
-3.258350794269318507e-02,-3.024181421358256364e-02,-4.802772665392508050e-02
4.336172689834257021e-02,-3.952772032711324851e-02,-2.535833651949713496e-02
-8.430101700905016926e-03,-7.206917494342754416e-02,4.456536479540142148e-02
-5.572646500203363301e-02,9.968898998591897015e-03,-9.901520766528261464e-03
2.458321530981060279e-02,-2.528337166444255373e-03,3.242764883932539727e-02
-5.027683131579391979e-02,1.355738414764388056e-01,-2.066767804571977701e-02
-7.528924927961712366e-02,-4.016646949440827452e-02,3.498831394589900501e-02
-2.661725225627187708e-03,3.897270586386054891e-02,-5.758228733014732897e-02
-4.691334151377967582e-02,8.242426580644408168e-03,-1.034475744648196034e-02
1.708688778603158209e-02,-5.235638786998524086e-02,6.969681203715679015e-03
-3.091257849003767322e-02,8.691333197177358860e-02,2.226504080493890356e-02
-7.355413014882684897e-02,3.246399308905185965e-02,3.349292201576416217e-02
2.141818935224036949e-02,-9.518556262871867568e-03,-4.333463389433019758e-02
-4.112298544342850304e-02,-2.556040873603564797e-03,-2.616434525743493826e-03
-2.046934266984176340e-02,1.581394206780994960e-02,3.373994277401366759e-02
3.189732022690875551e-02,-3.257059047732963758e-02,-2.078854362047646842e-02
5.299261497751486111e-02,-7.438935963975716603e-02,4.509703545922891937e-02
5.694267178391391971e-04,9.208854198144628134e-03,-3.027563341583774589e-02
-3.350602969739310821e-02,-1.082980567585230952e-01,4.928992560161414571e-02
2.447411139458324086e-02,-4.361951354007975734e-02,-1.258828061623850497e-02
-2.836682914028374608e-02,3.090078739944508018e-02,-2.572557063267058228e-02
-2.363339246440863961e-02,-7.039047849861110318e-02,4.137527775146170039e-02
-3.742716259689349984e-02,-1.381120082795071063e-02,-2.393795602954914073e-03
4.899224388154407167e-02,-1.188626744441025063e-02,-8.112332174489700343e-03
3.252864489154603383e-02,-7.838786283215385536e-03,2.291617900995605514e-02
6.150184062948259311e-02,-2.311716805588873158e-02,6.129068159675424982e-02
-3.745720517921363908e-03,4.513789411710051463e-02,-6.644474638156817881e-02
-2.764060953645091148e-02,1.237143453560819555e-03,-4.555813697536489210e-02
4.052801085705641515e-02,1.366828920902880481e-03,1.412126284731393937e-03
4.067793139843682571e-02,7.795740192711642438e-03,-3.608731148355560220e-02
3.344342985453159327e-03,4.173800294546803347e-02,-3.514944801798253887e-02
1.812767698693382862e-02,3.497575381790477000e-02,3.170698442709687925e-03
-3.122495841028162175e-02,-5.292625311625331896e-02,-5.507603014866797875e-02
-9.397796396359179780e-03,5.675633128291859364e-04,-1.662757658226830110e-02
-5.418766872535685925e-02,6.674767544761947211e-03,-8.399375230275285542e-03
-4.486571646688889683e-04,-3.307006430081182308e-02,-3.158575803101145319e-03
2.271088335368751446e-02,-5.300042309823309317e-02,1.794920881198446699e-02
-2.092170332393748344e-03,1.799082617312658047e-02,7.740521888552383267e-02
3.155362128071310945e-02,1.301728516421430670e-01,8.559956023425758370e-03
8.361687069812462694e-03,2.301734653711027742e-02,4.177232406246653151e-02
-1.162934617235237937e-02,-2.949718623390599689e-02,2.724912980070061906e-03
-5.419318974277240186e-02,-7.305743726681553085e-02,7.614330423186756180e-02
-5.250894010611990848e-02,8.244564101670764922e-02,7.346319252697741664e-02
1.066507246296872179e-02,-5.764617216221898377e-02,-1.032874162844255560e-02
-2.158912342987934305e-03,-2.550860026990336635e-02,6.323641461059496642e-04
4.552886730041747453e-03,3.790071328938869610e-02,-3.606196631427214389e-02
-6.485647399678055869e-02,3.806204195190342199e-02,1.270558871657955120e-02
-9.951425349846986304e-03,-1.872800642888642481e-02,4.981020120421682240e-02
-2.276962068627889219e-02,-7.192141398079992566e-03,-7.128271321218776491e-02
5.142891503535219205e-02,4.953984172728556623e-02,7.457867831139625148e-02
9.044804485639887370e-02,3.360565846621745706e-02,-1.458701550175675425e-02
-6.287481370927282091e-03,-6.826044893945976133e-02,-4.086583878712238271e-02
1.920859001374133207e-02,-7.445910003968966850e-02,2.568655348061261653e-02
-5.614583647206562722e-02,-1.520148083672892905e-02,-8.674691597684248967e-02
-1.007183779038387308e-02,1.055453885519455973e-02,-1.151926735479673163e-02
-3.845507301513381021e-02,-6.550721646758253525e-02,-3.345266695585081412e-02
-2.658054563421052494e-02,8.493559369145126103e-02,1.106646452319818147e-01
3.264782010783211230e-02,3.753924628353150911e-02,-6.505154928635173070e-03
-1.047998269610531108e-02,-6.273735979605139096e-03,-5.190772792875881364e-02
9.435123988431465269e-03,-8.288878127774905414e-04,-4.358109854173860404e-02
5.719597939182299168e-02,5.719032760272668020e-02,-6.421116414408549466e-02
-4.494062572055493310e-02,-5.484298311135360482e-02,-1.134805491554777453e-02
-7.115468329336445408e-02,-4.867532556731482031e-03,1.310039821009159264e-02
-4.124099822472215154e-02,7.113733262569389704e-02,1.266062170817721690e-02
-1.755314735763935374e-02,-7.423443107982951195e-04,-1.862134336650752729e-03
3.362444672768837017e-02,-6.735034434190303489e-03,5.725578781882933316e-02
2.974312042691398122e-02,6.655945768297688581e-02,-2.637105426265362942e-02
1.384089351356315896e-02,1.013078960296590503e-04,2.592720207626811671e-02
1.077747920121951281e-02,3.974651061908564958e-02,-2.527501741837704513e-02
-1.790123655587794183e-02,-6.778548173193960080e-02,-5.019028500176508098e-04
4.369818415477485368e-02,7.672322406479994972e-02,7.750487031353663070e-03
4.961051365367626087e-02,-7.198823102937256836e-03,-5.555780081579234780e-02
3.390939895082666772e-02,-3.709056898104529099e-02,-3.483074243337960785e-02
2.385251404527113928e-02,9.926474210426599123e-03,7.376337830547126384e-02
4.018789881107243632e-03,-2.258439188153104748e-03,2.715611548222040053e-02
-5.833150595971319657e-03,1.225001899090735237e-02,1.010866203574593185e-03
4.787437058982375870e-02,4.044974586597865907e-02,8.728493777153154692e-03
-2.145943333284996979e-02,-5.686634352656588787e-02,5.372684765897420972e-02
1.217743173259920597e-02,6.686239917780009701e-02,3.425333931510619184e-02
1.542337174373282355e-02,2.109983436357123696e-02,-4.655974375483804689e-02
4.874846577342251824e-02,-3.647382050954216248e-02,-2.707131075858685426e-02
-1.182631085579166630e-02,6.036011222135063969e-02,-1.989117967556225733e-02
4.665650027725185695e-02,3.192179127260500598e-02,6.324642041318491448e-02
-1.935033018151875034e-02,-2.442086679868555460e-02,-7.969714553314503902e-02
-2.437827567763107064e-02,-7.861130668523124906e-03,-1.378518929732813585e-02
6.227554542167074852e-03,1.646025558300169903e-02,-4.439269215305944455e-02
3.014663008520767490e-02,2.463836642261507323e-02,3.760117213313474843e-02
-1.563100130740066119e-03,-6.503171894254609030e-03,5.249904320388469776e-03
-1.307600898456255135e-02,6.507507917900316134e-04,-4.823534865157822621e-02
-3.414287324372873578e-02,-1.080260937530416743e-02,-3.094160238264519538e-02
1.590280277380009405e-02,-6.566370484089215087e-02,-7.434475183267977294e-02
-2.573480673694575772e-04,-5.748845355196874340e-02,2.571657604728293592e-02
-7.229568718225193313e-02,8.813588678597840051e-03,-2.264840832834370821e-02
-8.049643834301550838e-02,-4.582273352065140831e-02,1.501218729496035624e-02
-8.152364788559711070e-03,3.640428717881523391e-02,3.391301752948067821e-02
1.668952726169847453e-02,-3.557177877084935491e-02,7.604001332179861732e-03
1.665460625082801349e-02,4.618398540150312620e-02,-4.352295014022170699e-02
-5.817995447351665544e-02,-1.822583265210773323e-02,4.152416076068416589e-02
-5.991695534305119253e-02,6.694991137674678738e-02,6.584649826605647183e-02
5.266776664428039767e-02,-2.869922870591756076e-02,4.834556243499056258e-03
7.582471142858873692e-02,6.187584173014113592e-02,8.446394979635290720e-03
1.120612322362438996e-02,6.278680207715660322e-02,1.644493210568779553e-03
-9.948676852760908809e-03,-8.516158838458347258e-03,2.176508735795804408e-02
1.587296659453793848e-02,-5.338694035483932364e-03,1.849566634354639751e-03
-5.826070347705266522e-02,1.320389118067489403e-02,1.602668640148273427e-02
-3.352965347323300788e-02,1.702214219780871524e-04,-1.372182764357713913e-01
1.647851996492474130e-02,-5.690701084254703307e-02,-6.258668537512049324e-02
-6.235614177979827144e-02,-1.429264855216063994e-02,8.751786911789172924e-03
3.992948098338212209e-02,4.458732228403065878e-02,2.913331382909245537e-02
-7.259775044321284052e-03,3.404580964412246002e-02,-1.443539058729494812e-02
-2.477376456218140580e-02,-3.399346255920909603e-03,8.288751536443218770e-02
-2.975293568145104608e-02,-4.814575225269994256e-03,8.588462280457039369e-03
7.619034587662341929e-02,-4.882686916076343919e-02,2.106217710686245428e-02
7.649378999435674058e-03,3.154347601915789140e-02,-1.205169140844650731e-02
1.056926824455803153e-02,-1.426293748359001683e-02,-7.785681024125448713e-02
3.394211053194435244e-03,-5.658908702597025692e-02,2.383266129209405185e-02
-3.777421696767038761e-02,-3.697219244636688884e-02,4.837339659909753453e-02
7.922141015875124037e-02,-2.038298455320989092e-02,-1.166962719883138204e-02
4.921760010079422390e-03,3.770050174081254063e-02,4.397735630353843961e-02
4.998309591384893225e-02,-9.672987036690198701e-03,-2.564928957453210465e-02
-5.207993614799914101e-02,-2.613306129958074472e-02,1.341743361395774346e-02
7.545096117004026527e-03,-5.750968876711970434e-02,-6.370055732973251873e-03
2.080339628772708352e-02,-5.419467232245897548e-02,-7.469868980102809843e-03
3.256951786610457616e-02,-2.779893582614006986e-02,-4.040953891369507972e-02
4.545037124409827961e-02,-2.230576937331807397e-02,-3.439473396243758474e-02
5.077777948100731242e-02,-6.125618378428362640e-03,-1.647691152719553322e-03
-3.987873792853283139e-02,4.475831030527913958e-03,-1.771536410440729611e-02
2.452394831438411971e-02,-6.873278217759312692e-02,-4.967629865356313484e-02
-1.712858907022172042e-02,1.280102518486271948e-02,1.808125167973157268e-02
-6.841696883187448064e-02,-4.780910378129883676e-02,2.911149612966839120e-02
1.123551518926094173e-02,3.598170405305872038e-02,3.975958139539261665e-02
3.000723719097572739e-02,1.711811930373288921e-04,9.074714910062929574e-02
1.255559270716244055e-02,2.310041651486874001e-02,-4.056332922643958450e-02
-9.564580770849212196e-03,4.899426502579238424e-02,-9.073537096947933631e-03
-4.377400753947471163e-02,2.697845267086006020e-03,-2.239860086816001031e-02
2.335474951615145248e-02,1.854185021958593485e-02,5.734329717554999956e-02
1.516123395046364147e-02,-7.576230288821232672e-02,3.064589955066875787e-02
-2.292563117645867246e-02,-5.356350282164241972e-02,-4.111212464940759009e-02
-7.295038762880456072e-03,2.233069993335098924e-02,-7.828630743104475140e-03
-2.563523978709745035e-02,6.164395785995684801e-02,1.265153170528438009e-02
-8.118825164012195839e-03,-2.809370233217512586e-02,-8.238893967799658727e-03
-8.111925012698678605e-02,2.166848986220512585e-02,2.499334241391269057e-02
1.715871375789940721e-03,1.832580156468371566e-02,-2.066480853063812351e-02
-7.336867612230771329e-02,-1.363969387323179724e-02,1.734732674489462140e-02
3.504404357043675901e-03,-5.159502255812268429e-02,7.175961846924873433e-02
-2.712444118137532362e-02,3.571695792240936473e-02,8.582366629621038592e-03
2.221678680348484689e-02,5.635018629449715759e-03,2.236344248663604470e-02
5.513358635443325884e-02,1.570763938448371463e-02,8.433214422379781833e-03
4.401914300331381813e-02,7.224302786404927790e-02,-3.096114971003872604e-02
6.300687589493651763e-02,1.998411990838822733e-02,1.556526361172516637e-02
-4.174346645979890025e-02,4.360744687247183893e-02,6.083354140968699753e-02
-1.312241693625185689e-02,8.267897059134995258e-03,4.770231767060695294e-02
3.403431438623592039e-03,1.775064608295373603e-02,3.935789023114665865e-03
-7.335832638219508088e-03,2.133452118260059649e-02,4.544347645594633278e-02
-2.389098199675272066e-02,-1.341457469942131976e-02,-5.900568359920881426e-03
8.292284882479357411e-02,1.824936320676344773e-02,1.001159665698486689e-02
-9.440366091521053271e-03,-1.639221739665491090e-02,9.172526958191802582e-02
2.168570600247537094e-04,2.235335230380751381e-02,-3.179282170627804188e-02
2.523863497786359503e-02,-8.542005373220649955e-02,-7.820064846581550877e-02
2.776477048224591793e-02,-1.536539605160434918e-02,5.769909776251135047e-02
-2.861222064235877799e-02,2.316905209714740718e-02,-2.981570513891255297e-02
-2.016578213274869327e-03,-1.834261500339658471e-02,-4.379668851759143527e-02
6.648053036775714020e-02,-1.723571661066726143e-02,-1.054474531041967589e-01
-5.574873155603284752e-02,3.495585009610698360e-03,1.339533455060743818e-02
-2.458950954950439929e-02,-3.349899511174207929e-03,1.295159499020258689e-02
-6.541626301628825253e-03,-9.164852239053092667e-03,3.501683594721994447e-02
-1.795078268775946242e-02,-3.411522518381261693e-02,-6.231523299009843891e-02
-3.405719815239698078e-02,-2.594185357545531964e-02,3.745679682919179909e-02
1.459124472190601388e-02,-7.074990013325874660e-04,-6.195860782384241677e-02
-1.450132723849736210e-02,1.710039010680802773e-02,-3.416596868578739704e-02
4.599637849905550274e-02,9.076434148456701337e-03,1.155564077464968711e-02
2.276993200504653925e-02,5.863966022646588394e-02,1.148809115230148420e-01
-3.674375581594006845e-02,-1.098516230910320107e-02,2.843889275088176335e-02
-7.648661740977805157e-02,4.681141891077145872e-02,-1.966663715998727413e-02
-3.074815655778792567e-02,1.340028941825396717e-02,2.797337253808158952e-03
-3.429379162835384520e-02,4.155278511831164007e-02,1.183689902384338181e-02
-3.234920799471689701e-02,2.133843132708604373e-02,6.695828741340044388e-05
-3.999704975187617223e-02,-2.398782134855927117e-03,-1.929722027835626894e-02
6.045354368003093282e-02,-1.138544177065805782e-02,1.323162025887403281e-02
-3.241203244021589880e-02,-5.271123198902063350e-02,5.513967057791081816e-02
2.190906919701268024e-02,7.678021783249810647e-03,-2.551631309292888561e-02
3.922378026135868445e-02,-1.380432060022098242e-02,-1.785290202438778728e-02
4.776004291632279103e-02,4.156422413199844373e-02,5.238341269735866806e-02
-4.559084282416866508e-03,2.292714954504214073e-02,-1.671900573875449020e-02
4.773868380350273360e-02,2.150482438785565262e-02,-1.144700512952161447e-03
5.516125045083084379e-04,3.329592834907016408e-02,2.952714042532100444e-02
-1.382675621837009062e-03,-3.294543384714600232e-02,-3.642104438808821051e-03
3.316357024111996066e-02,2.148348417021806941e-02,-7.721264833743327061e-02
-7.463837230895530028e-02,2.331662727378436620e-02,1.838695920377818663e-02
-1.055564556837317557e-02,4.650196585242630937e-02,-1.119183848783617159e-02
3.509808848246239593e-02,1.052088438550578472e-02,-2.543148159925655988e-02
5.327794303620408262e-02,-8.607943381538406616e-03,-2.756076562355649125e-03
-4.341776866351866604e-02,-3.167794885548491646e-02,-9.633085528963428179e-03
3.021237161888191275e-02,-6.347321624304996975e-03,2.114218505134199746e-02
1.920442236320015969e-02,-2.327633871624332912e-02,-7.610984552568424155e-02
3.055611525268056225e-02,6.912789469677187680e-03,3.986015779931566250e-02
3.647886621841547883e-02,3.949198953829419212e-02,2.557711773999629332e-02
7.738709372805319120e-02,-8.500348070059783948e-03,2.055827432730151713e-02
-1.038316156933230018e-02,7.799744922862895426e-03,1.576769418389646626e-02
-8.795269544619606014e-03,-7.366071035707758008e-02,3.820775803018510407e-03
2.220109760042529232e-02,8.001667700772620295e-02,1.231352396169725638e-02
-3.651841550974946338e-02,-5.742989165977413664e-03,4.509805443862344859e-02
-2.921822225455916744e-02,1.961110452928138334e-02,-3.060955286917943843e-02
-3.507912213441055378e-03,4.396195738531175762e-02,-2.535814585666104626e-02
-3.518829914302425144e-02,-4.113854983092109230e-02,-4.192653775946678096e-02
2.539949827261965554e-02,1.309573320778513635e-03,7.907579217112483891e-03
-1.001561601379927615e-03,1.739858645510273388e-02,-2.629189562236053379e-02
4.726261672856608281e-02,-2.987631504944651684e-02,1.501630382865229603e-02
5.723138510940838780e-02,-3.277985216571749350e-02,3.944325701040298643e-02
6.231445401558120128e-02,-9.197292191716953218e-04,-2.142554592981518388e-02
3.163751931379610305e-02,4.834787288889048906e-02,-4.139172630933988378e-02
4.939367818438248660e-03,2.311546596808929099e-02,-6.162350996922736496e-02
-8.900402431114598847e-03,-2.453385723105400151e-02,7.744583413383895019e-03
-1.206402653634036475e-02,2.035152163314599486e-02,-4.559391627786744255e-02
5.485860692206381145e-02,-6.449736744665911584e-04,2.769077738868791494e-02
5.719069257654769978e-02,1.377292323010720354e-02,-4.071666012295220224e-03
9.300178679789633529e-03,-9.235461218406115780e-02,4.505511009160050886e-04
-2.466884785521958681e-02,6.026245243831970105e-02,1.124795535779364759e-02
1.584790962431405562e-02,-2.831858754183437521e-02,-5.583332050070440034e-02
-8.539660491571902240e-03,-1.407947317014085140e-02,1.984633465782436115e-02
1.222390303344000340e-01,5.355701687124123783e-02,-1.182067025626613649e-03
7.273160781472532387e-03,4.764299744579985479e-02,-3.337437983670272362e-02
-2.040375734351670620e-02,4.844823500890660384e-02,-6.355244998841208526e-02
3.690536192424430373e-02,7.205318125366688654e-04,4.279519217644559698e-02
-4.889062462171576279e-02,4.765037729226347107e-02,2.206730275694597423e-03
-4.506946215058833111e-02,-2.337934583334000047e-02,-1.166710564994013002e-02
7.967433139050007079e-03,-2.695745717544137388e-02,-1.553619569513986845e-02
4.781234161186773135e-02,2.857383322911144843e-02,-3.889471477663974941e-02
-5.812926821167853364e-02,1.725042589295569875e-02,-5.524111355413637015e-02
-2.082063516855954186e-03,1.010518977927933326e-01,6.001787756405128904e-02
6.194266813059230020e-02,3.799739150969717177e-02,-6.194179843352604943e-03
1.102184881118093984e-01,5.285211687510825776e-03,2.451712784831954622e-02
-5.390200806608452105e-02,-6.402580975524913010e-02,-1.814393170928203097e-02
4.552454116248628307e-02,4.447010372456774996e-03,7.553240749969254708e-02
1.718368133484155435e-03,5.179803667809085299e-02,-2.504521714414402467e-02
-6.277345723805431710e-02,8.239706904289734526e-03,-2.133307253542050114e-02
-8.645277036948333105e-03,-2.625580111945163830e-03,-6.604646333092634158e-02
2.423792722493448015e-02,-3.055638143230713505e-02,5.806713194586777399e-02
-3.305263313098324995e-02,7.164964086834687239e-03,-2.758221711455928135e-02
-1.520811903039697571e-02,6.000260064622484069e-02,1.121382888329362434e-02
-6.735490337332765420e-02,3.793572846649230501e-02,6.491174875901168165e-03
1.804240421134629263e-02,7.210758984376952618e-03,3.030048842080103680e-02
-1.344317805904748919e-02,7.230736819771273194e-03,-1.171589291965539383e-02
3.869158288260139428e-03,-1.672783411828630135e-02,1.965759351873101485e-03
7.289382716133363613e-04,1.201831526464347891e-02,8.091139508557282020e-03
-1.379541214628759137e-02,-1.004815309281406888e-01,-1.065069972457514599e-02
3.838794933301716006e-02,8.131103322594841754e-02,1.370087760965246586e-02
-4.997121098841513648e-02,1.703524984795207892e-02,1.339247794024726879e-02
1.876325379473256505e-02,-7.089656314291774286e-02,-9.620571459456833674e-02
-4.094153980614459454e-02,-2.522417618250722554e-02,-2.336196907543942880e-02
4.224835335672016967e-02,-1.663933883773046837e-02,6.450111440663612583e-02
4.004249148666240432e-02,4.097770547926536666e-02,-3.029145600195121135e-02
-6.022938197809933614e-03,2.252698335301727816e-03,3.177644366904393974e-02
2.354551185253546397e-02,4.885644411724623937e-02,1.730304537922746494e-02
6.995783380974432419e-02,2.263792145000563527e-02,2.952719017973678625e-02
-9.483269016053592904e-02,3.303713143054756718e-02,-4.570196167188931430e-02
1.190682795494708672e-02,-4.464910835143013658e-03,-6.143345647792441966e-02
6.745959565606991087e-03,-1.509914593208303360e-02,-1.565441055684931373e-02
3.475104643653652986e-02,2.781835097180916649e-02,4.576545684408143966e-02
3.024202365707943582e-02,1.580077675183616526e-02,1.953917673803064344e-04
2.447692557473729082e-03,-4.226842235953389565e-02,2.244211780502432599e-02
2.482367588371880984e-02,5.405056778725018940e-02,-3.034371467747138881e-02
3.383784130651838057e-02,1.516211344731321214e-02,6.053898772952715640e-02
-1.091637872487028101e-02,-5.458429975548193328e-03,4.207249610180051336e-02
-1.038585845529861086e-02,-3.388787167896642472e-02,-3.150725123422535440e-02
-9.326301843902078115e-02,-1.642332600662214231e-02,4.144076722456029732e-02
3.134847509988354999e-03,1.613419109928015960e-02,-7.988049475444071804e-03
5.210526343900736407e-02,-3.133824684460456700e-02,-6.079092970002362289e-02
-4.370126979674120865e-02,9.417744237740329621e-03,-2.053764459831512040e-02
6.515491741162155945e-03,-7.960881589052454244e-02,2.832225524307913338e-03
-3.260691463768877058e-02,3.233875195163685157e-02,-1.554106749490521923e-03
-5.225709055160330380e-02,-7.924193348657103397e-02,-1.523803024842683602e-02
-1.012629772324569466e-01,4.661784795104729345e-02,4.970585528902563693e-02
-1.523944475486631311e-02,-4.494154217761724135e-02,-1.140482335010785560e-02
-5.353538883279070765e-02,-2.466767802126362125e-02,-1.021278177016798905e-02
-3.133524594518980605e-02,4.705714925478507449e-02,-2.458544732538094080e-02
-3.121489884213254906e-02,-4.414610258537747522e-02,-4.676693539795554605e-03
6.965558344533898105e-03,4.786574255340295125e-02,-5.134794561679804914e-03
-3.427671064753935043e-02,-1.124311235944739154e-02,-1.133965158131075047e-02
1.573528629807390694e-02,-2.047552883462475798e-02,1.477992246204979515e-02
9.605547430525936126e-02,-6.545621643194436678e-02,-3.146370461272521984e-02
-7.513707621842032058e-02,3.628822023840054534e-02,1.332554508315427107e-02
4.184115177991677703e-02,5.780612954462402420e-02,7.136953718887881215e-02
2.420448509566663995e-03,7.451997022677676712e-03,1.064510135665163761e-02
-1.079326958614712090e-01,-7.847273982005872894e-02,9.077737154906204142e-02
1.425857213785574999e-02,-1.937077025407546449e-02,2.328072016620981108e-02
-4.932296186390818654e-02,3.407436653438895239e-03,7.087397767886105537e-02
-2.887673232384787084e-02,-2.888701582028222088e-03,-2.298303003393262212e-02
-2.844063814452587116e-02,9.217708118564221786e-02,-3.351338799425002818e-02
-5.826707841450108789e-03,-4.759190889643560851e-02,-7.461499546077597113e-03
-3.005368355359306146e-02,-5.243712033101443661e-03,-3.136179480749489920e-03
-1.212324948810976355e-02,-5.105146548264990342e-02,2.219295954611001306e-02
-2.446700000656060192e-02,-3.965761580450456042e-02,-1.852743730188355711e-02
7.409535200452968540e-02,-8.737034149780881220e-02,4.211197041182712653e-02
-4.405309763932307304e-02,2.352271558439080965e-02,-5.203984649115557526e-02
-3.729230805400524096e-02,2.161814182615202223e-02,-4.761657497750145657e-02
6.134136467795862219e-02,-9.559132931075844941e-02,-1.188944216900419439e-02
6.372765865540675444e-03,2.426708957176068951e-03,1.500409969820774760e-03
1.148530030325993316e-02,-7.309991986528130078e-03,-9.815165298258268778e-02
2.060471280322530990e-02,2.360167702372452381e-02,-1.736415401998493702e-02
-4.370085606449024968e-02,2.170061754043456359e-02,4.203965667127620293e-02
7.390988308370430131e-03,1.006490219664715746e-02,-1.474784757905764007e-03
2.092533925787400453e-02,3.344119737959243277e-02,-3.962603971477970943e-02
-5.714538829257761327e-02,-9.052819449315234034e-04,-7.142766594806075620e-02
-7.839162308782504640e-02,2.492623514399952122e-03,5.788654624890580275e-02
-1.791875829364478548e-02,4.120649137014465585e-02,-2.180833080011985309e-02
-1.119250108612840876e-02,1.277492738186390177e-02,6.919688944504327408e-03
-7.062774865186011337e-03,1.618718529843807263e-02,-9.748815306220229293e-02
-1.898525639977757806e-02,-3.247935779278895291e-02,9.502401212159726149e-03
