accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
1.008225638534979929e+00,5.366970671256061573e-03,-9.788058586132152072e+00
9.986140331083726007e-01,-5.056599709367689752e-03,-9.801001095025457133e+00
9.983672293199558068e-01,8.886504556150983270e-04,-9.791192027309600476e+00
9.994602321271744971e-01,1.523959835008863780e-03,-9.797920537369796179e+00
1.006037305017079886e+00,-1.870044407269219177e-03,-9.800901432300497262e+00
1.006527095223107793e+00,-5.037399502216873687e-03,-9.794471586166379140e+00
1.001329806545398604e+00,1.171849305298757827e-03,-9.788533996488085975e+00
1.002555510938026417e+00,-2.394335751602541095e-03,-9.792378477641261014e+00
1.003638183085900915e+00,2.537285495757072293e-05,-9.803001008384329751e+00
1.000534553481142286e+00,-1.921945389787575904e-03,-9.792824893567390276e+00
1.003091054409749772e+00,-7.020951839581689212e-05,-9.800173585773819696e+00
9.983652413746133547e-01,2.021749527341533924e-03,-9.797235618407613700e+00
9.918524986412752265e-01,1.577915822445711408e-04,-9.797215029043044865e+00
9.940999987681310435e-01,4.489873883280031709e-03,-9.805050969216971168e+00
9.971402573728955776e-01,4.085571045296283732e-03,-9.795869645850309837e+00
1.001249839265085040e+00,-4.219160643226426560e-03,-9.795717434445181837e+00
9.999627791925004283e-01,-2.765623756221067143e-03,-9.794089805076007238e+00
9.937246422852542560e-01,-9.224690327962073097e-03,-9.788265624372026963e+00
1.013144042406392886e+00,3.346906437021474751e-04,-9.793273212432703545e+00
9.905510916671019794e-01,-8.227445041326484233e-04,-9.794366276718191600e+00
9.914749936719311485e-01,4.573163929910409840e-03,-9.795928180756742876e+00
9.982050752281076411e-01,-5.365402154843372518e-03,-9.794651897681315944e+00
9.980160951739029951e-01,-1.774671454284437126e-03,-9.799451749472627426e+00
9.997261624184216044e-01,-6.194800202179270160e-03,-9.800526774304803013e+00
1.005871934025783787e+00,-4.600441246179994177e-03,-9.798690281834520732e+00
1.000795465556499675e+00,7.496998284094291004e-03,-9.789757739774282541e+00
9.961024859896883132e-01,-1.628961881576304095e-03,-9.794742192639594336e+00
9.956966560700528657e-01,5.087137686042948401e-03,-9.788638056987460700e+00
1.000732695074065592e+00,-3.000315261622992728e-03,-9.790639460469382271e+00
1.005673875616599933e+00,-4.385085469630638569e-03,-9.800061475622484863e+00
9.977167613560717907e-01,2.020068478952480404e-03,-9.795260617988892804e+00
9.959687553001573823e-01,-3.862921497046270091e-03,-9.801655493999932744e+00
9.986203711011371054e-01,-2.616872051377356050e-03,-9.791551359535192844e+00
1.003084820512836650e+00,-2.255160102124755244e-03,-9.795319618380784021e+00
9.924098959332766645e-01,4.019263834689822817e-03,-9.801339007601438169e+00
1.002585074486399330e+00,-3.323228933006471680e-03,-9.793600594303493168e+00
9.977935927226666557e-01,-3.951478709150519145e-03,-9.804878687547033067e+00
1.008189871291920392e+00,-9.449931793538651412e-03,-9.795138324393453999e+00
1.006625541921068345e+00,6.377627624412466906e-04,-9.790875799112262357e+00
1.002624688208095582e+00,-3.753159934787515025e-03,-9.786976466087752513e+00
1.002877456221596519e+00,6.558557721412304042e-04,-9.805599072630338142e+00
1.001255525470482022e+00,-4.114098645580457209e-03,-9.786461071951823243e+00
1.004373328234984708e+00,3.231629532443266312e-03,-9.790888362424743363e+00
9.989569904379935750e-01,3.838547883043174052e-03,-9.803412920576286993e+00
1.002687904682777909e+00,-3.074769124294780831e-03,-9.800641110856739502e+00
9.960428369691399775e-01,1.851903181582108737e-03,-9.795815496415276158e+00
9.932282809336083762e-01,-6.866701439600726709e-03,-9.796924634966634571e+00
1.006482811975616620e+00,1.090619478492581805e-02,-9.796015903025226734e+00
9.929560190812865006e-01,6.319632502269739195e-03,-9.787800886182814963e+00
9.978425820947146585e-01,-1.797486747186838655e-04,-9.795425471126106842e+00
1.000351523968260992e+00,-4.163360706222959083e-03,-9.788860821717257465e+00
1.001592226388285267e+00,-1.876628918793828323e-03,-9.788564289082987813e+00
9.978623827830275239e-01,-4.200167061244846310e-03,-9.797422583506051552e+00
9.958576980715172500e-01,-2.935244269005947773e-03,-9.792821932549466979e+00
9.966522196693016200e-01,-2.683218001792525564e-03,-9.792501585885563742e+00
9.970317146918106221e-01,-9.466579050463639483e-03,-9.784687891661041803e+00
1.001879689510010607e+00,-3.117681323586213998e-03,-9.794985724251544568e+00
1.002864656351682093e+00,-2.050677226281194619e-03,-9.798218693318666794e+00
1.005698495107914869e+00,5.500347428453014435e-03,-9.793759530730863361e+00
1.005772916174784815e+00,4.481127085256475170e-03,-9.793316197994325734e+00
9.993035723202757792e-01,-1.008083357409819328e-06,-9.809134286872410513e+00
1.001282355634814714e+00,-3.493779644294376339e-03,-9.799513319097817643e+00
9.827443558079604902e-01,9.013333494728168263e-03,-9.799658006821690748e+00
1.002140544077534612e+00,-8.234267025294766257e-03,-9.794538969350716329e+00
1.000914402382263590e+00,2.241124337357514040e-03,-9.789157072199163423e+00
9.926200835807853506e-01,-6.227930880851072215e-03,-9.788398766173733279e+00
1.003792143803996506e+00,-5.159249722528085405e-03,-9.793717084920320559e+00
9.935689079823429859e-01,-1.000321566575740513e-03,-9.792678582765109496e+00
1.003692507143553847e+00,4.393769743766273890e-03,-9.796740172756981835e+00
9.973531625176406124e-01,3.791029985726855189e-03,-9.798110250418490708e+00
1.001318875592848823e+00,1.799532437515104612e-03,-9.788078561099998964e+00
9.932321164039944472e-01,-6.080375955514419166e-03,-9.798881017260596238e+00
1.010938082634656343e+00,-4.684425550313990431e-03,-9.795249729671052563e+00
1.002080296676925775e+00,5.076876147695459293e-03,-9.795820823864426430e+00
1.002816388588542607e+00,2.605717451481087341e-03,-9.798919923252485731e+00
1.000485481720093661e+00,-2.922240120301108912e-03,-9.787847956270081085e+00
9.954070885381448575e-01,-1.881119028289780564e-03,-9.789926256535158799e+00
9.989435671636779368e-01,3.886421968246860873e-03,-9.794347909767665783e+00
1.004463268454793834e+00,-1.942530464338596908e-03,-9.788477213655484732e+00
9.966991526274542323e-01,3.868747574521006795e-03,-9.795179952461131379e+00
9.988676557873268358e-01,-1.267170055832057265e-03,-9.795975956812513985e+00
1.000374539729062651e+00,1.221909470026180927e-03,-9.791723449335203000e+00
1.001166124845439320e+00,7.886641854500187412e-03,-9.791684924255021016e+00
9.975394901907412848e-01,-3.306609817660382394e-04,-9.795980964887375464e+00
9.901441804436139638e-01,-2.689103259014887209e-03,-9.790730274842852410e+00
1.003375166794993723e+00,3.743782851947179222e-03,-9.803513044522828679e+00
1.002065546004418994e+00,-5.026055410822055820e-03,-9.799182106899168687e+00
9.994502670620715179e-01,2.444793496342568834e-03,-9.804933918970444751e+00
1.001742133877203900e+00,1.000795520467109324e-02,-9.802275011268585914e+00
9.992412961561285556e-01,3.573147241241617870e-03,-9.785853107286891728e+00
1.013239478419254658e+00,5.918569645958920294e-03,-9.802846554301300586e+00
9.992642963628343145e-01,6.808402769006314213e-03,-9.794622990225834158e+00
9.963081200450991659e-01,-1.062968197137948616e-03,-9.788991961830360466e+00
9.930348075846026079e-01,2.906310480445901002e-03,-9.789378024730652328e+00
1.000602256497694631e+00,-1.273295806284146028e-03,-9.797857848150451687e+00
9.876549654566654235e-01,-1.273791284256772446e-03,-9.792390287435901897e+00
9.984480334893686138e-01,-2.910007114293302298e-03,-9.799395488622748118e+00
9.918336512558975082e-01,-3.529064359399233190e-03,-9.806636832396375070e+00
1.002738985012928241e+00,4.963286402004092688e-04,-9.795258911913776956e+00
9.967565493984790193e-01,4.247357990919123014e-03,-9.787265409195134325e+00
1.006626390573566843e+00,-8.258240424834889515e-03,-9.788962614852012578e+00
1.000777010025481362e+00,5.563957381712941654e-04,-9.787223317070688822e+00
1.002907393017696158e+00,-1.435027572745605027e-03,-9.795202174821330487e+00
1.003634277338183223e+00,8.211634585748552734e-03,-9.793582992009893573e+00
1.004983865598882531e+00,2.126251309597803566e-03,-9.797053681687334148e+00
1.009330140993360159e+00,-1.346860087730112308e-03,-9.788390055099911891e+00
1.005976296884693477e+00,-2.077011326265669564e-03,-9.794999102882457009e+00
9.969644359337166417e-01,-1.349935454783037208e-03,-9.803109702623130417e+00
9.956472914206125902e-01,3.493887551752904858e-03,-9.793312768172553362e+00
9.962537845935576231e-01,-1.254183725227817981e-03,-9.789337003328382636e+00
1.000175871545267325e+00,-6.882115314035284169e-03,-9.793850755169433597e+00
1.002833961149135034e+00,-1.009576868620027344e-03,-9.792533948504249963e+00
1.004121823258400603e+00,6.102686389639132118e-04,-9.795270411358796281e+00
1.002672206677300171e+00,1.292640886147544297e-03,-9.802646262429400181e+00
1.005423035540423671e+00,4.968882451048251686e-03,-9.788054526907107089e+00
9.960519434724413035e-01,-3.416530179788187030e-03,-9.794030902421402729e+00
9.938963245979947070e-01,8.096360568109134750e-03,-9.793603704232850760e+00
1.003399649120092496e+00,1.136232056724209225e-02,-9.792364565400593079e+00
9.977950342375382364e-01,-2.583175219177740681e-03,-9.805234394533709263e+00
1.001677071172575983e+00,-1.914243147220516745e-03,-9.798693870248420978e+00
9.962041931603390355e-01,-1.027631753127432150e-02,-9.791266091657069737e+00
9.972924302464524215e-01,-1.515071631193901829e-03,-9.793216482421723157e+00
9.976514096491920780e-01,-1.215998705734801797e-03,-9.788813436866162121e+00
9.973298267193816402e-01,-8.992905406528381093e-03,-9.795236041160112705e+00
1.004602439196240704e+00,-7.368825217454456856e-04,-9.792752818088771960e+00
1.005620723311134723e+00,4.757148659031279741e-04,-9.785343732850243725e+00
1.003159710406306804e+00,1.279177880966311884e-03,-9.803894455991434498e+00
9.948195922303109118e-01,-1.427631414519663121e-03,-9.787164372014512281e+00
1.000974390924887825e+00,2.935735117336105322e-03,-9.793974212487073672e+00
9.960841970053201377e-01,-3.005848280459223645e-04,-9.796294642852844348e+00
9.985812524926543921e-01,6.030844943729145660e-03,-9.789860932675422234e+00
1.013452763699626669e+00,-1.152945064382121867e-03,-9.798170461160532696e+00
9.873758350771173475e-01,-1.964762927954469447e-03,-9.792354749966657224e+00
1.003614847020446010e+00,1.024557546601520368e-02,-9.792507899731971222e+00
1.010728091894671055e+00,1.229008950140227964e-03,-9.795567514713200197e+00
1.006525739772076156e+00,3.582819389890200528e-03,-9.796195236793655781e+00
1.011843970526656422e+00,-7.184199469337154698e-03,-9.788437773426823085e+00
1.002048995281149324e+00,-1.544221808892438409e-03,-9.800884230865786861e+00
1.002987154608211418e+00,-4.729472049275203899e-03,-9.796429889817471093e+00
1.000789917085129765e+00,3.227129845840783721e-03,-9.787060589754720041e+00
1.001057418408740629e+00,-9.268278171730378635e-04,-9.797981327570497001e+00
1.004073236217801757e+00,-5.782870722037902408e-03,-9.794854313920106748e+00
1.007093861894822862e+00,7.388706235351424423e-04,-9.792133645422962829e+00
1.001487981609292088e+00,-8.145352740140308218e-03,-9.798442863808912051e+00
9.989257871724194215e-01,-5.649420795855806653e-04,-9.800064611852951302e+00
9.944739527247657973e-01,4.984378152856573999e-03,-9.801759320410400989e+00
9.982956108197833522e-01,1.372796253555145325e-03,-9.793584484347977792e+00
9.953567060803929500e-01,1.546252980274067995e-03,-9.794405049851457434e+00
1.004479618887862857e+00,-6.998468559315221618e-03,-9.796224981438628632e+00
1.007677968782668687e+00,-3.203529209189612779e-03,-9.794673533214476535e+00
1.002562591198659980e+00,1.176177381847991719e-02,-9.791297031372204529e+00
1.005002534353279353e+00,-5.967624802073669132e-03,-9.785768121960177979e+00
1.004893251428565337e+00,-1.036710266261159884e-02,-9.788761438952164440e+00
1.003388411149350290e+00,2.784940981898334413e-03,-9.800657827256742394e+00
9.956625888369555755e-01,-9.611193425352099109e-04,-9.788782185461716523e+00
9.991094605324879474e-01,-8.551452418937426385e-04,-9.787755499798553416e+00
9.980598289461795058e-01,2.213997700488399157e-03,-9.799500751335743942e+00
1.003507332890873016e+00,2.703553297022190730e-03,-9.798056018289395652e+00
9.903892560611091689e-01,1.002814016729259997e-03,-9.793522183576135021e+00
9.957632265382972969e-01,3.301172337358322054e-03,-9.793827447514697582e+00
9.967377154143765017e-01,-2.241924514126179737e-03,-9.795198973101383544e+00
9.982697724607136891e-01,4.018997431819090749e-03,-9.790807100431308641e+00
1.001832751525707055e+00,-1.196927856744267431e-02,-9.789524549184193347e+00
1.003488921390052191e+00,-6.994507814662083087e-03,-9.799012712219379750e+00
9.965453761746631001e-01,5.232267168281459595e-03,-9.802747169266430305e+00
1.008428105345871018e+00,6.745589016133622835e-03,-9.795670131703429817e+00
1.006826486011489497e+00,9.345267623386367684e-03,-9.792941122051777469e+00
9.994323378710837646e-01,-2.258285082120714375e-03,-9.803775129324341364e+00
1.002612829269505124e+00,3.376098558418790278e-04,-9.800667575860680714e+00
1.004930231825630127e+00,3.427912127353433761e-03,-9.787836547608938176e+00
1.008114831344450790e+00,4.742788383985287854e-04,-9.797250654519096713e+00
9.991157746673443585e-01,-5.167610895879326885e-03,-9.797209179522917921e+00
9.993210610462541776e-01,2.251495160226485350e-03,-9.797255591894755256e+00
9.957546537451321678e-01,3.943791005920342652e-03,-9.798788366880762268e+00
9.974926836677217024e-01,-1.399236413284168272e-04,-9.797089694437058682e+00
9.973872010312333503e-01,2.775556483797075088e-03,-9.795336839639276150e+00
9.948495010743735323e-01,2.740888895752220580e-03,-9.793760583005964193e+00
1.004375697987175853e+00,-3.241021666134673209e-04,-9.801201639339627292e+00
1.001746214101503440e+00,-3.893181102268276211e-03,-9.795324659897138631e+00
1.006026506793072040e+00,-2.725298028741972908e-03,-9.799917773508409979e+00
9.987642400368486051e-01,1.982888455324295987e-03,-9.797925144375660977e+00
9.938245139233315983e-01,-9.009283869596255339e-04,-9.800639888076812412e+00
9.965727889830278130e-01,-2.034811398730402513e-03,-9.789445649077137546e+00
1.005413242971520793e+00,-1.988477694458059414e-04,-9.786422343589906703e+00
1.005641023578168980e+00,-1.266321225664722308e-03,-9.798224804350866179e+00
1.004174333358188065e+00,-8.545946403561419102e-03,-9.796489182125927897e+00
1.007802888430277433e+00,6.486318624206464760e-03,-9.798922298872625447e+00
1.005077242471859034e+00,-4.309379752343549773e-03,-9.802942074148296214e+00
1.012166195608533714e+00,1.078463550061778669e-03,-9.790651973313153178e+00
1.005528727943917344e+00,3.785513382117828163e-03,-9.789630130580242451e+00
9.902418700884443314e-01,8.900093019271377442e-03,-9.795357074600254066e+00
9.985827602552967974e-01,5.254130509751282069e-03,-9.798747435407284101e+00
9.988116895357594949e-01,-2.548667132056326497e-03,-9.797858491792073465e+00
9.951411234833240638e-01,3.291721891283213523e-03,-9.801009248305014410e+00
1.003684656387576091e+00,-8.382497144264438108e-03,-9.798997031661672352e+00
9.948081690446090031e-01,-7.469925138367855023e-03,-9.797630218324005824e+00
1.009226441667416818e+00,9.079050204775087696e-04,-9.794538723364553334e+00
9.930587824063924485e-01,-3.777720054461254987e-04,-9.791062050271165162e+00
1.007517580267527357e+00,-2.791759074721890778e-04,-9.801866221813479996e+00
1.002461738418210624e+00,5.076072735958015933e-03,-9.787781937894941109e+00
1.007382224018880779e+00,-4.257566243947300466e-04,-9.799039616758141946e+00
1.005399689615075864e+00,4.904551053893071479e-03,-9.803484508449187729e+00
9.959580034726931430e-01,7.291237776821085648e-03,-9.805194145553445040e+00
9.989580622714443470e-01,-7.960980757282288406e-03,-9.795850890913570197e+00
9.989312999755932676e-01,3.678649849321060077e-03,-9.793795555565319333e+00
1.000201617513232666e+00,-2.568158164729852228e-03,-9.804172293106578451e+00
9.912950761711175618e-01,1.342575919024640825e-03,-9.793132455583112517e+00
1.001132178644529525e+00,2.448775246582776590e-03,-9.795129260209117561e+00
9.945588884934708496e-01,4.152502915617903301e-03,-9.799530663681267129e+00
1.005207820506268890e+00,3.154660699262158696e-03,-9.803900470543979395e+00
9.933426563948206667e-01,-7.394961220265253328e-03,-9.796089721488643320e+00
9.982802143443905152e-01,-1.650258270496475846e-03,-9.792002254425826280e+00
9.978407919309383312e-01,2.721659028415122656e-03,-9.795588828763214906e+00
1.006207613569166215e+00,-1.317864551331398475e-03,-9.801466830098238603e+00
1.002059701837143546e+00,1.852254902476858228e-03,-9.800671052529327909e+00
1.001765374565953381e+00,-6.161341014837007357e-03,-9.795471168670617956e+00
9.945972474507946970e-01,-8.803072312051574144e-03,-9.788894946213073212e+00
9.950125813305741307e-01,-2.348943886382977471e-03,-9.797549945411278216e+00
1.001487077779439794e+00,2.052729912795264820e-03,-9.799167991615883366e+00
1.002059636338881843e+00,3.306489228278830430e-03,-9.791637411065373442e+00
1.004957040428646975e+00,-3.986490560116436391e-03,-9.795364959927907123e+00
1.002876399882844272e+00,-1.410260174633939023e-03,-9.795772822224023457e+00
1.003511491325159044e+00,-1.308533618566466998e-04,-9.798753977210964194e+00
9.999679495981002031e-01,2.289010751381347943e-03,-9.797745939576794072e+00
1.003254181109967336e+00,-5.901315591564568024e-03,-9.793686288312883903e+00
9.988752520581481997e-01,-3.713660943718287248e-03,-9.795642164236184612e+00
9.971981370613229867e-01,-2.583013683834350580e-03,-9.796942293050230788e+00
9.977748800977606081e-01,-2.052069886230662322e-03,-9.797496131724425794e+00
1.003640758321532545e+00,5.631413478692413876e-03,-9.796725399154192715e+00
9.907865548753899132e-01,-4.452174170964794120e-03,-9.793484445452563136e+00
9.937119807383214543e-01,1.493937774690552028e-03,-9.793704877732499980e+00
9.977805569463196189e-01,2.026435862803952024e-03,-9.794040014920060599e+00
1.000638356938243767e+00,-5.369401827652720005e-03,-9.785005342593223077e+00
9.910062252666428373e-01,3.227773246713181755e-03,-9.795302524962464119e+00
1.001964070684473462e+00,-6.357718313154477226e-03,-9.801897878530779096e+00
1.000903655565931194e+00,-4.662298911114086571e-03,-9.800305622209148027e+00
1.002496392509283130e+00,-1.305345286196155606e-03,-9.797242426276017824e+00
9.908412263327062153e-01,6.441543939385473367e-04,-9.803715027314838792e+00
9.961828086139021821e-01,7.649154782821818675e-03,-9.796659081520106227e+00
1.000937932849187861e+00,-9.068575431183896257e-04,-9.800916957546148112e+00
9.909457556228530306e-01,-8.514124762789830950e-03,-9.799065511680533191e+00
9.994887878396602199e-01,2.787634304321297534e-03,-9.794394072966015941e+00
9.981760981989552528e-01,7.909616607039415001e-04,-9.796893870149224526e+00
1.014465258315902174e+00,-3.733289982613120523e-03,-9.792398628628021129e+00
1.003165444061556721e+00,-4.553047123995359290e-03,-9.796694441458358327e+00
1.000288194079024917e+00,-3.160252029415202592e-03,-9.798531011801777879e+00
1.000193515681577106e+00,-3.621611260892920823e-03,-9.793641918809123936e+00
1.006752046921157717e+00,2.770341146998546531e-03,-9.792314675830121828e+00
9.992540507384132242e-01,4.684751306701541787e-03,-9.786432528311449275e+00
1.003332018208237031e+00,2.075729470616415745e-03,-9.796823269695813963e+00
9.955134984273993348e-01,3.725369343699650414e-03,-9.794136599998381598e+00
9.965262314121801079e-01,-2.627331796364273681e-03,-9.792678958739646333e+00
9.888269914171169406e-01,2.134556150143951652e-03,-9.794044661923051009e+00
1.001949381321212584e+00,-5.795280742754257280e-03,-9.791447073230461484e+00
1.004424007455296364e+00,2.238164342898731497e-03,-9.796964137370022030e+00
1.004194121543560358e+00,-8.923622308130058772e-03,-9.794255876635837410e+00
9.989853101296637394e-01,7.685782876105061705e-04,-9.795051899535470952e+00
1.002885186717846766e+00,-2.140484506430589962e-03,-9.796322622723304008e+00
1.001691562582410322e+00,2.742677949568303984e-03,-9.804701174000605590e+00
9.990736853038731935e-01,1.348800864227328415e-02,-9.794468187406593529e+00
1.005052910387944642e+00,2.644511548771627963e-03,-9.794719826930784023e+00
1.000390943982857328e+00,6.739628961460794989e-04,-9.800264870183561072e+00
1.004800304991120941e+00,1.291743242211920804e-03,-9.798876066871596180e+00
1.008118415040428983e+00,4.312962397094999289e-03,-9.795164784379982947e+00
9.950149114486734891e-01,-6.278992456887270805e-03,-9.795446708023385796e+00
9.969247182833129717e-01,-1.198491821566176081e-03,-9.797464280674589077e+00
1.001251371738320906e+00,6.081212644103663537e-03,-9.798306718025099116e+00
9.931574932079514362e-01,-4.511250680573090574e-03,-9.806648669450895639e+00
9.988497745670925632e-01,-1.683015753489508796e-03,-9.789204459960316740e+00
9.985545927135632827e-01,2.601380671191076709e-04,-9.795523968438258677e+00
1.002115850696720045e+00,3.195586548868009353e-04,-9.792972513358211728e+00
9.940206643316004120e-01,4.242230734890390341e-03,-9.792011458491513665e+00
9.972032905988983398e-01,-3.942994061695766564e-03,-9.790961574265587331e+00
1.004675018236533379e+00,1.237489523603080635e-03,-9.791768865229549590e+00
1.013099010914956910e+00,-5.773969232728758897e-04,-9.800984834859118422e+00
1.002516608092700601e+00,9.851061774522421391e-03,-9.789324939179442353e+00
1.003959678009149536e+00,1.467853702346473381e-03,-9.784654350075424389e+00
1.005144787074012669e+00,8.512314626659550632e-03,-9.794291417541860056e+00
9.953474236512946938e-01,-9.565234589831390910e-03,-9.791321579001268205e+00
9.940301154690888152e-01,7.719728436704446396e-03,-9.792417810328917227e+00
9.955914547728261788e-01,-2.145126959744084356e-03,-9.796061601214223202e+00
9.974668276100419062e-01,1.001690278450853913e-02,-9.792546171760523777e+00
1.005131284524552360e+00,-2.343932638508397590e-03,-9.800244492088973303e+00
1.000365617864307222e+00,1.058204217515641525e-02,-9.797598870003444205e+00
9.981258773597956324e-01,3.440423250511650231e-03,-9.794213688316775190e+00
1.005948073741595339e+00,-1.732186442425375558e-03,-9.800318879048798948e+00
1.010417748415695538e+00,2.335481131224240604e-03,-9.785420279523973974e+00
1.005122531418734200e+00,2.649769909179022602e-03,-9.797522882246500586e+00
9.979504940347300179e-01,-2.616155482480174953e-03,-9.796876314673388819e+00
1.003988164614867173e+00,5.873349298084916056e-03,-9.799581153930132515e+00
1.006286524469197641e+00,-2.892597069628753941e-03,-9.806126097598548697e+00
1.004977155046812731e+00,-6.398193425678671935e-03,-9.799901840514007034e+00
1.001580815682464820e+00,5.847216427848001517e-03,-9.785046478773457679e+00
9.977549575527213666e-01,6.081099103720188220e-03,-9.799096535002826514e+00
9.944900532713395469e-01,-2.090888472542919239e-03,-9.794593819829580994e+00
9.997067772974379540e-01,-1.180290837772933650e-02,-9.791724031573320275e+00
1.005891927073619740e+00,3.406939733986732825e-03,-9.805182547334975851e+00
9.947792668665572657e-01,1.580797469804641692e-03,-9.797355278449311200e+00
1.001154111086739684e+00,4.172508929491532473e-03,-9.803468045061846325e+00
9.974096600357170717e-01,-2.818912031063179396e-04,-9.793593438838497534e+00
1.012902833921098145e+00,-1.770417735055208365e-03,-9.793228610440491977e+00
1.004088068536165279e+00,-3.040685775748219136e-03,-9.793421981746226024e+00
1.004646148750666823e+00,8.206623769282627963e-04,-9.792788052957041245e+00
9.986665953053587286e-01,-6.389147511471447195e-03,-9.794553943515360572e+00
9.919049598255605948e-01,-5.814276433797448650e-03,-9.794735063122487873e+00
9.974327665456365066e-01,-2.087849333088802328e-03,-9.797214531680520366e+00
9.961856079511746120e-01,-6.301125759222465580e-03,-9.786615902713098336e+00
1.000087492156873870e+00,-1.710009233930833436e-03,-9.785887298594669659e+00
9.972427782439343691e-01,-1.801508811964431947e-03,-9.800796361671007872e+00
1.005675675516057410e+00,-7.688739192447504103e-03,-9.792592300668976790e+00
1.002260557585414213e+00,8.413801685896097129e-03,-9.790267899416630115e+00
1.004513699104393920e+00,-6.052954845480182540e-03,-9.794747328195430924e+00
9.995768915029747959e-01,-6.147214028060730409e-04,-9.796392283915684729e+00
1.005230068456102188e+00,1.089691511283666370e-02,-9.804964517083801567e+00
9.994745842881017639e-01,-4.482634457097466312e-04,-9.792496962693256535e+00
9.939163165120753485e-01,7.003455593892650563e-04,-9.799364934308144370e+00
1.004852707528085087e+00,1.496164097709516390e-04,-9.799591211080089792e+00
9.957459210056601728e-01,4.580680320108257778e-03,-9.804611620575025555e+00
1.003871837030950953e+00,-3.249017433606112264e-03,-9.791179199258024823e+00
1.005056360244801272e+00,-4.708884533522885579e-03,-9.791956036286768139e+00
1.008927360698180564e+00,3.343125381825285541e-03,-9.796454072866783491e+00
1.003419680228288868e+00,-5.472077609839189668e-04,-9.794522676935400796e+00
1.005610618863522543e+00,-1.913536486234458157e-04,-9.788480041699330059e+00
1.003357954909444461e+00,3.253038972991091106e-03,-9.793854080270021356e+00
1.011238348867371073e+00,-8.962944873081824318e-03,-9.787738315496419261e+00
9.983747619106857485e-01,3.346082798593991939e-03,-9.794507612353923420e+00
9.942911122383344402e-01,4.703215258998853787e-03,-9.797391659424906862e+00
1.003127753363095342e+00,-5.225721660765512630e-03,-9.788530255007403369e+00
1.008376641734791024e+00,6.037089439868639600e-03,-9.794149896495671470e+00
1.007470906744164507e+00,3.504701727666046165e-03,-9.806511637433148465e+00
1.005255420392858090e+00,5.805949862321246012e-03,-9.799076025990263616e+00
1.001467395599321630e+00,-1.154704401853027900e-05,-9.795267772260219274e+00
9.948002162883553545e-01,9.810034715868531582e-03,-9.796236829803639523e+00
9.994825659924398975e-01,-7.884788101784464751e-03,-9.797459587519867341e+00
-2.120050992512283791e-03,1.843152400260716093e-04,-9.792425512974876511e+00
-9.986437821374654078e-01,2.805847240148553155e-03,-9.790057750316615071e+00
-9.936081554881204259e-01,3.650491575229381554e-03,-9.790334635186432877e+00
-9.983866040977450451e-01,-1.914202970976409133e-03,-9.796622020619210502e+00
-9.977071236363818096e-01,3.286657511388187992e-03,-9.791780602578761261e+00
-9.978858061604304330e-01,6.907024777124914222e-03,-9.796354394400873744e+00
-1.000838013440100038e+00,4.599158562153225771e-03,-9.793402367797163777e+00
-1.000252647721102894e+00,8.193821627505434120e-04,-9.798407561929357357e+00
-9.985136733794616193e-01,-4.877545286729780168e-03,-9.792940326907745074e+00
-1.001843204981591740e+00,-5.332577386823258991e-03,-9.785956141232945882e+00
-9.968688356819507268e-01,3.001337213475354336e-03,-9.800208834943008540e+00
-1.002688164496309486e+00,-7.125537908339354617e-03,-9.790073281511771697e+00
-9.964323099325872457e-01,1.406916882930318944e-03,-9.786720552465167700e+00
-1.000226059662113087e+00,4.421752256411524105e-03,-9.797758186355627785e+00
-9.996547055906063184e-01,-8.186061277202685837e-03,-9.794161085032619951e+00
-9.988385796637224701e-01,4.307126942562092276e-03,-9.794190419118375956e+00
-1.003697403759312490e+00,2.770649157098482689e-03,-9.793034714186065415e+00
-1.009609105648014094e+00,3.845891591874902541e-03,-9.797997116302056497e+00
-1.000966489805967363e+00,5.218005060641442774e-03,-9.795735383074347880e+00
-9.990930035209969473e-01,-1.267799766392668781e-02,-9.794922402231918568e+00
-9.963577411292451336e-01,-3.575873122543915799e-03,-9.802452892688837238e+00
-1.003659527594570999e+00,8.303621497024297088e-06,-9.798684029561330888e+00
-1.000096251002271952e+00,-6.170855092748005720e-04,-9.795593717704369041e+00
-9.972282936830010325e-01,4.513743144294922113e-03,-9.796671359401759815e+00
-1.001130946090467821e+00,2.963057188551089949e-03,-9.797162901503602583e+00
-1.000294057190540098e+00,-8.768576295681144647e-03,-9.792639745295517173e+00
-9.954221037184667331e-01,-1.337331429123604035e-03,-9.791714639652616015e+00
-1.002445939428891819e+00,2.084126625789443161e-04,-9.798247362869529908e+00
-1.007219705806478238e+00,-4.581106430424945405e-03,-9.800583856067916599e+00
-1.002079793037045752e+00,3.272446140193860896e-04,-9.797092112743442271e+00
-1.001012547752431203e+00,4.590915200660572351e-04,-9.793185651447444684e+00
-1.001928116046276962e+00,3.438529158088495050e-03,-9.799678386285249232e+00
-1.001857708298061533e+00,6.262194097550746134e-04,-9.791053636031620044e+00
-9.963603059488708169e-01,-4.166103829144959282e-03,-9.793362515274242952e+00
-1.007816883213833226e+00,-4.326240232228585614e-03,-9.798367315404025391e+00
-1.004687804891997382e+00,4.628170954283737128e-03,-9.799023285612655343e+00
-9.999126449357240709e-01,3.541885488378426934e-03,-9.795586038288218944e+00
