gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
-2.707002774301374797e+06,4.688716427960014902e+06,3.360429209624481387e+06,8.113638563260442638e+00,-1.960228637993706967e-03,-3.652121697337931683e-02
-2.706992949683187064e+06,4.688708364318395033e+06,3.360428578290045727e+06,8.314514592434848694e+00,-1.576364955481464672e-02,7.787806356705073013e-03
-2.706989185147158802e+06,4.688713975885410793e+06,3.360426117595635820e+06,8.400810586264864099e+00,-1.520410554478642332e-02,3.801110493501946158e-02
-2.706989064240439329e+06,4.688700669617594220e+06,3.360422892162469681e+06,8.479086720655931941e+00,3.155623941619526557e-02,8.943796576851602287e-02
-2.706989566170413513e+06,4.688709450230167247e+06,3.360440240446238779e+06,8.599346577198199171e+00,-7.887545884474302105e-02,2.408895015914640225e-02
-2.706986775192540139e+06,4.688721083586280234e+06,3.360435781975680031e+06,8.703001201247728247e+00,6.895380688993942193e-03,-3.017344003469958971e-02
-2.706989800101679284e+06,4.688716281882738695e+06,3.360421422741831746e+06,8.853983025621792180e+00,3.043349286831733072e-02,-3.636796642629509108e-02
-2.706988632717951201e+06,4.688713013983041048e+06,3.360436450368423946e+06,8.987251652738159180e+00,8.475832327772525251e-03,8.157286378876023314e-02
-2.706995344997250009e+06,4.688704210644522682e+06,3.360435611228351947e+06,8.972655081869588045e+00,-5.038218791310798000e-02,5.393451051839834309e-02
-2.706990338075833395e+06,4.688712284506228752e+06,3.360429064136199187e+06,9.108233373268010524e+00,-1.642765716530723147e-02,-3.010838872179187609e-02
-2.706972373738779686e+06,4.688714838945386000e+06,3.360426003684489056e+06,9.133137886261129879e+00,-2.367585438263065251e-02,1.508031811396846368e-02
-2.706978943996369373e+06,4.688717684496419504e+06,3.360426188377049286e+06,9.229505071938708838e+00,-7.512745247575713936e-02,-2.699687724778154427e-02
-2.706989338224232197e+06,4.688709003232364543e+06,3.360433100909759291e+06,9.377045022771744343e+00,2.557698641867193340e-02,4.077996254863119896e-02
-2.706982182949351147e+06,4.688714692138640210e+06,3.360434841174924746e+06,9.466247533194360742e+00,6.937711236220187039e-02,-6.827219047163433918e-02
-2.706986422324862797e+06,4.688711968875385821e+06,3.360442622889698949e+06,9.531853417191729960e+00,-9.432704710865219555e-02,-3.808221714810671593e-02
-2.706975269338628277e+06,4.688709466055039316e+06,3.360440634746670723e+06,9.725747260848516262e+00,-3.822480169675611383e-02,2.769886754560621500e-02
-2.706979259891985450e+06,4.688712090047421865e+06,3.360429651135216001e+06,9.872667886633616163e+00,-1.656705251657218311e-02,-4.895565363031292687e-03
-2.706987782746804412e+06,4.688710281824487261e+06,3.360429839401420671e+06,9.960855057583211547e+00,-3.543298619613484499e-03,-5.435738191766614075e-02
-2.706977715616659261e+06,4.688719196479589678e+06,3.360437426580539439e+06,1.002310702918893170e+01,-1.344874257391366970e-02,-2.649774319342584547e-02
-2.706975884436207358e+06,4.688715160937117413e+06,3.360424433142463211e+06,9.897378296787019636e+00,-5.911588250336873712e-02,8.389964899779048246e-02
-2.706981272827874403e+06,4.688717595035944134e+06,3.360428614886807278e+06,9.788846637687491636e+00,3.950105117768074742e-02,2.906183256947884180e-02
-2.706972701565445401e+06,4.688708036493582651e+06,3.360446094201991800e+06,9.789736349657978565e+00,8.450843849599888255e-03,1.017411206572368942e-02
-2.706972743998147082e+06,4.688714571844756603e+06,3.360424537706654985e+06,9.677816299490974217e+00,-5.690492822357311881e-02,6.235907379107872434e-02
-2.706974616193248890e+06,4.688709510206044652e+06,3.360433103640832007e+06,9.436686325667571040e+00,4.405869453193436702e-02,4.487044331980226397e-02
-2.706972883907031734e+06,4.688721957773003727e+06,3.360428862160825171e+06,9.448896932796980508e+00,-2.141024910783755064e-02,-7.693006466643247110e-02
-2.706983241055145394e+06,4.688715289728567004e+06,3.360439123072537128e+06,9.278621381494087217e+00,-4.205046997390281260e-02,-5.214218584358243369e-02
-2.706968665084870532e+06,4.688717949001301080e+06,3.360429676266822964e+06,9.214911475264633722e+00,3.991226111887691275e-02,-4.393638521989737256e-02
-2.706972661860912107e+06,4.688713016225403175e+06,3.360437307626356836e+06,9.226934884878627230e+00,-5.373732999570068197e-02,1.122258117765313062e-02
-2.706971144564627670e+06,4.688717895703477785e+06,3.360433210141805466e+06,9.017302590240701576e+00,3.680935124695693811e-02,-4.989267718174795335e-02
-2.706973464672645554e+06,4.688714213436778635e+06,3.360433852523072157e+06,8.924531684360070827e+00,4.775430149059212148e-02,4.272767806589712787e-03
-2.706974966657137033e+06,4.688712231245247647e+06,3.360430579574302770e+06,8.751438302610310416e+00,-1.502692870760940526e-02,-8.183442823569052338e-03
-2.706963973219538573e+06,4.688726865840669721e+06,3.360441369117542170e+06,8.716475553467065041e+00,6.472407491527826240e-02,5.549893067817381065e-02
-2.706973419049808756e+06,4.688712823120550252e+06,3.360427998986956663e+06,8.565204678165683205e+00,2.063191690612292857e-03,6.010257596983176187e-02
-2.706966221210534219e+06,4.688717279380454682e+06,3.360440029323307332e+06,8.414280861234727737e+00,-6.490960445239719878e-02,-3.427515416057137082e-02
-2.706969201707413886e+06,4.688710419045845978e+06,3.360442214725647122e+06,8.485839618099422665e+00,1.063002795024021591e-01,-2.571325049481639965e-02
-2.706973382469756063e+06,4.688706389338934794e+06,3.360427943458999973e+06,8.324255642595867144e+00,3.010241382116902314e-02,-3.381679483157439686e-02
-2.706954904545425903e+06,4.688714808934493922e+06,3.360433065821384545e+06,8.163289008173716610e+00,-4.390131569903965407e-03,-3.099121171787935260e-03
-2.706963235136454925e+06,4.688708157390319742e+06,3.360413592733591329e+06,8.069913143297108959e+00,4.130007197567356347e-03,7.104254101298447532e-02
-2.706962697553058621e+06,4.688704944767976180e+06,3.360423560726777650e+06,8.040542444071961725e+00,7.192769685283892465e-04,8.760248326682050501e-02
-2.706969345239937305e+06,4.688713671773208305e+06,3.360427990440200549e+06,7.898622109398998781e+00,-4.982016047158164401e-02,1.020674842377518737e-01
-2.706962253217632882e+06,4.688708132353001274e+06,3.360433167734970804e+06,7.855554428554279767e+00,-4.605303085810174418e-02,3.347131630561164806e-02
-2.706954581426884979e+06,4.688712916006021202e+06,3.360427549433795270e+06,7.737038873120086535e+00,-3.771625926313954685e-02,-1.001726106897641959e-02
-2.706951714264477137e+06,4.688708852974482812e+06,3.360435397133176681e+06,7.616884654494580964e+00,5.898217568737758147e-03,3.264114434058724328e-04
-2.706956841279873624e+06,4.688717786733934656e+06,3.360435380027242471e+06,7.485556315751288103e+00,7.915879595141128711e-02,-8.316805821854343292e-03
-2.706964497595873196e+06,4.688718331947905011e+06,3.360429109538082033e+06,7.342162250667656487e+00,-5.200898942869094932e-02,1.388734920153751086e-02
-2.706959068893922027e+06,4.688708252180533484e+06,3.360425279924834613e+06,7.363000127313663157e+00,2.736624542191873344e-02,9.362387116103314255e-03
-2.706949468161578290e+06,4.688706733954980969e+06,3.360427173775335774e+06,7.242119200010257885e+00,-1.055195951136089216e-01,3.113215249950788965e-02
-2.706959920232593082e+06,4.688716135191640817e+06,3.360433096573216375e+06,7.104365803588710726e+00,-5.380686128563386822e-02,2.401009502064838444e-02
-2.706958239684400149e+06,4.688712957737378776e+06,3.360420979102324694e+06,7.006326194003701602e+00,-1.208721436664697731e-02,2.084249630914554799e-02
-2.706954185487187468e+06,4.688712186748146079e+06,3.360425440823149867e+06,6.891412978463573147e+00,-3.620441075223757021e-02,-6.395812929197985941e-02
-2.706944748843321111e+06,4.688711353106472641e+06,3.360429666259667836e+06,6.836408052608892838e+00,2.969593354647031766e-02,-3.045417849379770947e-02
-2.706949014495045412e+06,4.688710616520036012e+06,3.360424755437764805e+06,6.676261721640312174e+00,-3.049014560606253324e-03,1.760510215710127391e-02
-2.706950656757603865e+06,4.688721819039087743e+06,3.360436545374935493e+06,6.574663942469448408e+00,4.720212300595465205e-02,1.762797381666389787e-02
-2.706951043136299122e+06,4.688708670391246676e+06,3.360425022581977770e+06,6.603547818626681831e+00,3.736243738572878059e-02,-4.925933780848722882e-02
-2.706951726715340745e+06,4.688711914191478863e+06,3.360422368896081112e+06,6.376335343340649331e+00,-3.289270749749081263e-02,8.516120321806315563e-02
-2.706953984904467128e+06,4.688716012176360935e+06,3.360429793553625699e+06,6.330703377756291772e+00,-2.758156375425573070e-02,-6.275898277607316889e-02
-2.706957921155140270e+06,4.688715702179831453e+06,3.360422810060973279e+06,6.247474400208805179e+00,7.855535922168666030e-02,-7.774365413396495950e-03
-2.706955719649469946e+06,4.688727828155908734e+06,3.360436164667259436e+06,6.065008676686380440e+00,-4.194097161600055662e-02,-5.473556298536408349e-02
-2.706942622756710276e+06,4.688712262475874275e+06,3.360430781907183584e+06,6.022583246335318385e+00,-1.964265831031501014e-02,-5.459695670894840203e-02
-2.706943724494643975e+06,4.688711752412739210e+06,3.360422710155467037e+06,5.849532247301624466e+00,-8.948162484131377825e-02,2.706985052717924764e-02
-2.706944972700576298e+06,4.688707551928782836e+06,3.360429002710471861e+06,5.840223682606487721e+00,3.731552875745057594e-03,-1.149294758676288469e-02
-2.706937773405076005e+06,4.688714402574131265e+06,3.360432740454692859e+06,5.715056505761088701e+00,2.671323274216008334e-02,1.234457288420070208e-02
-2.706944736165481154e+06,4.688722737793011591e+06,3.360429036113418173e+06,5.574187666837359778e+00,-1.841900412746973886e-02,2.292617022370553245e-02
-2.706946980496260338e+06,4.688712552055051550e+06,3.360429107276948169e+06,5.466379708087267808e+00,-5.022163941705803242e-03,5.146838531396535910e-02
-2.706938677773251198e+06,4.688713083300959319e+06,3.360424862985243555e+06,5.440559385415623339e+00,-8.774770404846218494e-03,-3.278681806600041576e-02
-2.706937604069065768e+06,4.688712177705815062e+06,3.360438910854460672e+06,5.365400908310365757e+00,8.837053180442398098e-03,7.117206395532442442e-02
-2.706941786654380616e+06,4.688709872839061543e+06,3.360411984682238195e+06,5.221414959566862635e+00,1.125688092455022493e-02,-2.249521233154144415e-03
-2.706934646505804267e+06,4.688714177569049411e+06,3.360438878450267017e+06,5.038455029550759967e+00,-5.939145608496036038e-02,-4.409993354588685743e-02
-2.706947535435583442e+06,4.688709855838496238e+06,3.360448456127966754e+06,4.964085619228077562e+00,-4.585852974668881005e-02,-1.531208718523629966e-03
-2.706936229152827524e+06,4.688716421636054292e+06,3.360450041013191920e+06,5.007387893283034686e+00,-5.597141581046516379e-02,7.884557533914843264e-02
-2.706935786595483311e+06,4.688710277267050929e+06,3.360441168738183100e+06,4.825441391489386334e+00,-3.056724640824267855e-02,-8.407530775704812054e-02
-2.706929268884660210e+06,4.688704262947761454e+06,3.360428186765677761e+06,4.734868166010537394e+00,-5.754879705303192657e-04,1.372491990628579156e-02
-2.706944054625585210e+06,4.688716662017247640e+06,3.360435735750223510e+06,4.530652806441781699e+00,-1.091129257406290957e-02,-4.055660849248190342e-02
-2.706931628660321701e+06,4.688718300407043658e+06,3.360434994053680915e+06,4.525957235374058918e+00,-5.849161123585540356e-02,-8.689694835693271072e-03
-2.706937306507303379e+06,4.688709942733299918e+06,3.360430689331586473e+06,4.477937140271224692e+00,4.436533651533235145e-02,-7.384811622152119559e-02
-2.706938182034582365e+06,4.688717021805027500e+06,3.360428016225168947e+06,4.376667399589109664e+00,-4.552382209532503804e-02,7.987839946985066109e-02
-2.706934720062152948e+06,4.688712213898541406e+06,3.360444598904466256e+06,4.250100379843316567e+00,-1.765773834563344469e-02,5.182343209563201880e-02
-2.706931474683382083e+06,4.688704825356547721e+06,3.360427586035997607e+06,4.105906645110276365e+00,2.505949688945311588e-02,8.397058006939640482e-03
-2.706935603977705818e+06,4.688712739709212445e+06,3.360437209608443081e+06,4.079327646379668160e+00,3.722954292269488319e-02,2.333131971483041328e-02
-2.706943719887074549e+06,4.688712561953778379e+06,3.360429719887611922e+06,3.919346826346832291e+00,9.351758586746470800e-03,-3.741863418465723318e-02
-2.706937943506147247e+06,4.688712147168300115e+06,3.360435432789330371e+06,3.772380804528285836e+00,-2.593448910793218556e-02,5.334382045522594734e-02
-2.706930153544427827e+06,4.688713673951885663e+06,3.360429630204825196e+06,3.772503239247772644e+00,-3.722591618154422882e-02,1.881687023838478356e-02
-2.706935933230970055e+06,4.688716155883769505e+06,3.360433259150724858e+06,3.623251578416392338e+00,-9.105656562307646792e-03,-5.421101100820510665e-02
-2.706935717611568049e+06,4.688715791068931110e+06,3.360430709445268847e+06,3.530749292873906153e+00,-4.495258989474548716e-02,-1.454979792440857893e-02
-2.706928468542066868e+06,4.688720653816892765e+06,3.360441696558697615e+06,3.396344691833644180e+00,-4.985333608592782545e-02,-5.139265749719158782e-02
-2.706933588340060785e+06,4.688712761503337882e+06,3.360421230659211054e+06,3.305277915333825423e+00,-5.159443954043046315e-02,-1.504761183199006952e-02
-2.706932636522115674e+06,4.688712834313553758e+06,3.360433569414536469e+06,3.172449255294248704e+00,-7.530092605678995188e-03,-8.933245825579567631e-03
-2.706934185349040199e+06,4.688708805951341055e+06,3.360438283043132164e+06,3.102639238253921405e+00,-5.172157261375880805e-02,-1.300663798260064952e-01
-2.706938346742039546e+06,4.688719712722949684e+06,3.360420396802349016e+06,2.972632060695104439e+00,1.045412927223243332e-01,-2.749530142968416649e-02
-2.706940883887759876e+06,4.688713140288606286e+06,3.360430830353802536e+06,2.830606895407705714e+00,9.053085896638873387e-04,7.803651056515999770e-05
-2.706934817814356647e+06,4.688706427717870101e+06,3.360440284669915214e+06,2.844582080380638978e+00,-5.931560201731372883e-02,-4.041306111523264299e-02
-2.706935861605153885e+06,4.688710373615900055e+06,3.360429150158240926e+06,2.730909209574245988e+00,-2.270214664269641462e-03,5.451837096618829259e-02
-2.706933434343742207e+06,4.688710859316416085e+06,3.360435528416608926e+06,2.600565358553760476e+00,-3.244906130229337909e-02,-4.252590811956395017e-03
-2.706928031830353197e+06,4.688710130832936615e+06,3.360440979737331159e+06,2.608078137681500319e+00,1.123590799422031772e-01,-1.153861847220650355e-02
-2.706926748842843343e+06,4.688714330058026128e+06,3.360426842065458652e+06,2.442772521321778356e+00,-1.250072074636791354e-02,-4.736072154118343980e-02
-2.706935541089867242e+06,4.688713220083113760e+06,3.360441083807286806e+06,2.316745566422673708e+00,1.010730118917124720e-01,-2.490287473980699537e-02
-2.706932655057946686e+06,4.688719126466528513e+06,3.360437108395755757e+06,2.192261533172859878e+00,-1.964672802299575333e-02,-8.730933847454112884e-02
-2.706922546589530539e+06,4.688713247751359828e+06,3.360417498614544980e+06,2.082112872463811382e+00,8.551693044322312282e-03,-9.602416771202509915e-02
-2.706921518622733187e+06,4.688708455547970720e+06,3.360435170786615927e+06,2.059327941734251155e+00,3.064893211963032327e-02,1.007565040653681139e-02
-2.706926703529879451e+06,4.688713738061144948e+06,3.360423607851306908e+06,1.923276386174852082e+00,-5.696582348900839504e-02,7.962897591517070772e-02
-2.706922179640515707e+06,4.688712094361271709e+06,3.360439189913754817e+06,1.786303527603050334e+00,-5.423000526535180082e-02,-7.198732961928808183e-02
-2.706925147818679456e+06,4.688708269052965567e+06,3.360427124971307348e+06,1.685441538931284233e+00,-3.522209206775282764e-02,-1.974149912688032138e-02
-2.706928378208058421e+06,4.688714520379687659e+06,3.360428036598547362e+06,1.619746817754934565e+00,-2.519284788886357040e-02,7.611433417072760790e-03
-2.706934146743242629e+06,4.688707901198093779e+06,3.360436813047637697e+06,1.445148502660415168e+00,2.987942173046544917e-03,-7.233716720177617472e-04
-2.706925530666802544e+06,4.688708717314208858e+06,3.360435566458486486e+06,1.332453516376477243e+00,2.141006862548465103e-02,-1.292797734211467188e-02
-2.706933576687499881e+06,4.688706626767238602e+06,3.360431462367172353e+06,1.272251064846437352e+00,1.186977730565603739e-01,5.640194793179488519e-02
-2.706933976649268065e+06,4.688711634067932144e+06,3.360431302383918315e+06,1.189211719803587863e+00,4.967112749390248383e-02,-7.437954469391636070e-02
-2.706932893826816231e+06,4.688709902575596236e+06,3.360434392787330784e+06,1.198855324573063097e+00,-7.173405188303845492e-02,7.410801256364832335e-02
-2.706922711769891903e+06,4.688705966429391876e+06,3.360434055928647052e+06,1.118576495131910820e+00,4.613029332605991621e-03,3.347959523754229921e-02
-2.706931431796033401e+06,4.688717691457415000e+06,3.360420170283926185e+06,8.985892690052718068e-01,-1.226048096787193085e-02,-2.350579135925793400e-02
-2.706931809195130598e+06,4.688722033878293820e+06,3.360436506931833923e+06,7.802083628699229001e-01,1.435564675858123918e-02,1.494524220566913024e-02
-2.706932074989051092e+06,4.688707373523743823e+06,3.360425596019584220e+06,6.976034317967891862e-01,-4.717773430393392559e-03,-2.779094307786229845e-02
-2.706930722629848868e+06,4.688718939759041183e+06,3.360437637068422977e+06,6.655732313819480161e-01,9.805013963940483867e-04,5.223034837994366270e-02
-2.706931727098668460e+06,4.688710601457759738e+06,3.360427292018066626e+06,5.533501134558773682e-01,-5.111165038694346491e-02,-2.863163268991694710e-02
-2.706930926885551307e+06,4.688713858930433169e+06,3.360438522759893443e+06,4.290543829916569352e-01,-6.771761425328953754e-02,1.007823389430550880e-02
-2.706934710134429857e+06,4.688716087227261625e+06,3.360434038176635746e+06,3.472297233804282346e-01,6.102185147455096298e-02,-1.559293486868425227e-01
-2.706920895746985916e+06,4.688713654152624309e+06,3.360415712833881378e+06,1.913982670084654891e-01,-4.238473011776242722e-02,-2.024013066157598004e-02
-2.706934926218194421e+06,4.688711138622892089e+06,3.360423458223420661e+06,8.957464304974113722e-02,-5.007528831863150565e-02,9.863180108757929609e-02
-2.706933356628087349e+06,4.688717321870826185e+06,3.360420732593161520e+06,3.469508434188989243e-02,1.147038266859430611e-02,6.344856068530314863e-02
-2.706919971418959554e+06,4.688714211421718821e+06,3.360427388864464592e+06,-4.732922562198006722e-02,1.117253731646557779e-01,4.149670134880402428e-02
-2.706934047403266653e+06,4.688714049356719479e+06,3.360431415753492620e+06,-1.935743542941859019e-02,9.055231616404264827e-02,-7.096713577830118976e-03
-2.706930158431394491e+06,4.688722910064906813e+06,3.360446699262572918e+06,-4.184561088602331905e-03,3.302205939208611163e-01,-2.448092695366764146e-02
-2.706928476515717339e+06,4.688719344290068373e+06,3.360441347488717176e+06,-1.741471152779834435e-03,3.522360304504285056e-01,1.463488705102915059e-02
-2.706920359660966322e+06,4.688704462910938077e+06,3.360424227457404602e+06,3.012647922320049396e-02,5.063363190659795343e-01,3.972146700083760418e-02
-2.706932039820397273e+06,4.688712538375501521e+06,3.360439543076178990e+06,4.163617172005695810e-02,5.840843670511621788e-01,1.650278034434636207e-02
-2.706925923445574939e+06,4.688706451251142658e+06,3.360441917611129582e+06,6.330510441366318797e-02,6.807392554268302254e-01,4.535375489723682089e-03
-2.706930554491433781e+06,4.688714138955592178e+06,3.360430407465990167e+06,7.923562803263944909e-02,7.376042566759015706e-01,-7.343215416029660880e-02
-2.706930288505014032e+06,4.688711249404053204e+06,3.360435811363802757e+06,9.316502300624101077e-03,8.847443286136029705e-01,4.469202059270801185e-03
-2.706934995171629358e+06,4.688719063183859922e+06,3.360440122855471913e+06,1.951312844787667089e-02,9.510868117654246445e-01,4.372028411185508584e-02
-2.706917069323557895e+06,4.688710646354594268e+06,3.360427941177460831e+06,-5.548625659520455694e-02,1.042030740775911068e+00,-7.491558921767180537e-03
-2.706924646707103122e+06,4.688719494517105632e+06,3.360432736126047559e+06,1.095181261550782631e-01,1.074380598475277449e+00,-8.838788317681056661e-02
-2.706930533759249374e+06,4.688720113790866919e+06,3.360427257038602140e+06,-2.813700804164228145e-02,1.166870070772568546e+00,-1.886260817980779658e-02
-2.706927722184265032e+06,4.688721166359964758e+06,3.360437049423557241e+06,-2.987435299741738465e-03,1.483197084582436709e+00,-2.225789540247422038e-02
-2.706940189608688001e+06,4.688725725284597836e+06,3.360434135074680205e+06,4.181255059958349091e-02,1.481704929114132430e+00,-1.559441189508409091e-02
-2.706927531061852351e+06,4.688721557756382972e+06,3.360421023182990029e+06,-2.152738515912080292e-02,1.621442331975378348e+00,3.599582238475739632e-02
-2.706927607572572306e+06,4.688707878714686260e+06,3.360428588360107038e+06,-6.923317724428144915e-02,1.680449301412564100e+00,-3.390968923444161176e-02
-2.706924975095944479e+06,4.688715525940276682e+06,3.360429900309964083e+06,1.994012076145825277e-02,1.843419251851289076e+00,-4.468652006001393173e-02
-2.706924955932433251e+06,4.688711532000843436e+06,3.360435314841381274e+06,-8.427986134243443950e-02,1.860569199322292366e+00,-5.112464183146740032e-02
-2.706929453487515915e+06,4.688715708397797309e+06,3.360427251103511080e+06,-1.340882339736156753e-02,2.086128571463615966e+00,9.823525183825071450e-02
-2.706937634976524394e+06,4.688710924360109493e+06,3.360438850866296329e+06,-2.837571345114397667e-02,2.118242042686263815e+00,1.263051676233131228e-02
-2.706928530607653782e+06,4.688712083152951673e+06,3.360427160704722628e+06,1.320128348849806954e-02,2.274208096223350406e+00,2.489386887239282767e-02
-2.706933343922451604e+06,4.688699378907880746e+06,3.360440140187279787e+06,2.304515023079133779e-02,2.354308479422524858e+00,-1.592184846550781865e-02
-2.706921683161049616e+06,4.688707822813281789e+06,3.360423623474412598e+06,6.309966661559006373e-02,2.378056971323954549e+00,-2.047709787988673952e-02
-2.706940229739892762e+06,4.688718175426942296e+06,3.360436774814968463e+06,8.048202433334496197e-02,2.400608180797453528e+00,2.418850551262762341e-02
-2.706929249285799451e+06,4.688714722284937277e+06,3.360441718455472030e+06,1.940642055866741503e-02,2.649644710523185953e+00,3.717325310726195958e-02
-2.706917116105633788e+06,4.688720037686260417e+06,3.360424861492750235e+06,2.593244661339137724e-02,2.612206018587676759e+00,2.472810256166326414e-04
-2.706939932086768560e+06,4.688709961061770096e+06,3.360432029162269086e+06,-1.392249913686778584e-01,2.778317935940449956e+00,6.571565877508898923e-02
-2.706928294586167205e+06,4.688720016691740602e+06,3.360440194596776273e+06,-1.043255947889637353e-01,2.869938218153597731e+00,-2.566377529215059863e-02
-2.706928458908391651e+06,4.688705143915534019e+06,3.360434897485818714e+06,-1.868396534793188499e-02,2.958391696787887160e+00,-1.398666877640292183e-02
-2.706926469029147644e+06,4.688720208018220030e+06,3.360425752724340186e+06,5.123754063425375871e-02,3.051438465590000870e+00,7.126420532080571940e-03
-2.706929264390886296e+06,4.688718374982438050e+06,3.360424528105677105e+06,4.714479455079394199e-02,3.149582665397238745e+00,3.410367647880900924e-03
-2.706928199798767921e+06,4.688720864303771406e+06,3.360426692001575604e+06,-4.992234227202593799e-02,3.232192344914782911e+00,5.230478381034645019e-03
-2.706924771266362630e+06,4.688718568369301036e+06,3.360431445433231536e+06,4.932012395332908278e-02,3.439989131714074500e+00,5.461794039779310078e-02
-2.706934685771492776e+06,4.688716368885126896e+06,3.360428036129878368e+06,2.759805110106676798e-02,3.522313435033788576e+00,-2.361096230853383313e-02
-2.706928534148375969e+06,4.688714281885798089e+06,3.360428889522804879e+06,3.695666345642237977e-02,3.615235523852206700e+00,2.968491349639471033e-02
-2.706926220221386291e+06,4.688721051639984362e+06,3.360443730197980069e+06,3.063152638480313300e-02,3.710406159099044476e+00,-9.200056010143053964e-02
-2.706927997021378018e+06,4.688725117988456041e+06,3.360434558721456211e+06,-3.152369960372430890e-02,3.833402314717291315e+00,2.675692324844609893e-02
-2.706930096410919446e+06,4.688718889549143612e+06,3.360428760670894757e+06,2.243859771778745210e-02,3.928639243426533589e+00,-1.458580633337562549e-02
-2.706932009310252033e+06,4.688722961777801625e+06,3.360423116834618617e+06,5.995137147423532792e-02,3.936155535503453429e+00,-1.587311635180128563e-02
-2.706921621952349786e+06,4.688712030162091367e+06,3.360426932178933639e+06,-7.460230730948595734e-02,4.097419235554569994e+00,-1.308978680480996359e-01
-2.706929360970657784e+06,4.688727656213376671e+06,3.360446307090803050e+06,-1.169200381199645387e-02,4.144378123060368679e+00,-2.372284456156676866e-02
-2.706938699815037660e+06,4.688723546433514915e+06,3.360428936642353423e+06,6.862678785780096380e-02,4.327233736500692096e+00,5.794535144562634049e-02
-2.706926632091980893e+06,4.688714475903183222e+06,3.360417081486421637e+06,1.521850309055304551e-02,4.336487431113893010e+00,-6.866371796353223922e-02
-2.706931673424280249e+06,4.688723804014269263e+06,3.360435326743987389e+06,6.922342398292591348e-02,4.445914378270686029e+00,4.101662379606950404e-02
-2.706928522444408387e+06,4.688725652993047610e+06,3.360426453743812628e+06,4.548986189417637133e-02,4.556195984513564667e+00,-4.378856685722090636e-02
-2.706924611362844240e+06,4.688721636332180351e+06,3.360422831446460448e+06,-9.648733776886207758e-03,4.668951341608476469e+00,-1.613254503021636574e-02
-2.706928414650693536e+06,4.688720258296699263e+06,3.360428284578368533e+06,-2.546291253036359753e-02,4.773781329995285816e+00,4.581238708728725510e-03
-2.706932626584302634e+06,4.688725880357907154e+06,3.360437882271884475e+06,9.212957710387621735e-02,4.866641693768322341e+00,4.824642568703765394e-05
-2.706929811689620838e+06,4.688729431681038812e+06,3.360439272671596147e+06,1.143618028886783308e-02,5.016146206087377379e+00,3.305276557114229102e-02
-2.706926091403997503e+06,4.688720267166031525e+06,3.360429634641420096e+06,-3.958025034529270847e-02,5.063118462568031219e+00,6.717187281015073522e-03
-2.706916533139095642e+06,4.688729284996755421e+06,3.360444537434267811e+06,1.901122731293999890e-02,5.183415897804156458e+00,4.980351982526803889e-02
-2.706927403232702054e+06,4.688722987325030379e+06,3.360440468030478340e+06,5.838912436272569034e-02,5.239346171224176452e+00,9.266332693425805012e-02
-2.706927708265491761e+06,4.688732128428884782e+06,3.360429539046566933e+06,-3.062090907309945875e-02,5.427624189054298220e+00,2.709137158508997598e-02
-2.706934889501592610e+06,4.688724760483206250e+06,3.360445083702432457e+06,1.556619518405568531e-02,5.506655863319322108e+00,-4.935422382306119127e-02
-2.706927835678240750e+06,4.688734337105550803e+06,3.360427140820872504e+06,-2.632664466458367256e-02,5.610144781124237312e+00,-4.735187655157114400e-02
-2.706933603355483152e+06,4.688723326489715837e+06,3.360427456559648737e+06,-1.514459248496426852e-02,5.699622717879663014e+00,-9.672799969792537228e-03
-2.706917225215439685e+06,4.688728412994038314e+06,3.360435939422430471e+06,1.252653939197536509e-02,5.790752579109705422e+00,-3.977604050065024904e-02
-2.706929649966816418e+06,4.688727504503543489e+06,3.360437008313808590e+06,4.799878477692737233e-02,5.877845532330894684e+00,6.833548249529085294e-02
-2.706926559084754903e+06,4.688734713387613185e+06,3.360435712620103266e+06,4.780073635008280641e-02,6.022560116711179745e+00,1.125476116785641481e-02
-2.706931636246158741e+06,4.688719495610019192e+06,3.360428869212795049e+06,-7.902367844767198279e-02,6.030185392752256845e+00,3.655333302945521640e-02
-2.706915035415504128e+06,4.688730489940314554e+06,3.360436537909707520e+06,-6.643753420071763470e-03,6.188150866066508549e+00,9.796257370139796038e-04
-2.706924496822869405e+06,4.688739931926600635e+06,3.360416459677923005e+06,2.947145156398874380e-02,6.198236505504209681e+00,-6.164742826790123309e-02
-2.706925784369664732e+06,4.688736375377044082e+06,3.360443187701890711e+06,5.888562662503629697e-02,6.357573273542555192e+00,4.053409445326128235e-02
-2.706937012379779946e+06,4.688730799365433864e+06,3.360429541750531178e+06,4.791703165398386588e-02,6.425335119149775842e+00,-2.395086779882911465e-02
-2.706928780544093344e+06,4.688729485665936954e+06,3.360439371384945232e+06,-4.421457768280473433e-02,6.552793564439265417e+00,-2.458574324134691833e-02
-2.706929083558733109e+06,4.688731739593077451e+06,3.360435561446496751e+06,4.627622092540056853e-02,6.632168575117863618e+00,2.594579256825503555e-02
-2.706927134438927285e+06,4.688732817070536315e+06,3.360427000913101248e+06,3.405332559537404408e-02,6.825909761746314253e+00,-9.566843894408190094e-03
-2.706933094731348101e+06,4.688729971563148312e+06,3.360416807142724283e+06,3.372737134412635146e-02,6.883916393168511227e+00,-5.685350042164941803e-02
