gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
-2.706937092003595550e+06,4.688747226238765754e+06,3.360429216312653385e+06,8.553647641012162781e-03,6.938835189637708289e+00,4.611539216041829481e-02
-2.706912959175107069e+06,4.688730746517771855e+06,3.360436437883947510e+06,-9.546727492716151897e-02,7.057724314998735871e+00,6.318511372541489590e-03
-2.706927214205090888e+06,4.688737278098950163e+06,3.360434542871407233e+06,3.043219180558104017e-02,7.183888091352009120e+00,9.398943440677307026e-02
-2.706931397679293063e+06,4.688738625490693375e+06,3.360416447091978043e+06,4.221993296401833212e-02,7.271027553835700097e+00,-6.601137751285693356e-02
-2.706930042270044796e+06,4.688738122907174751e+06,3.360416818992117420e+06,-4.082614039035267761e-02,7.415580618303346583e+00,-2.179889010310931755e-02
-2.706921164253112860e+06,4.688733421962944791e+06,3.360438508182165679e+06,-5.756938965201931040e-03,7.461053124645458112e+00,-7.811161219139366174e-02
-2.706937377147047315e+06,4.688747317412783392e+06,3.360434358007629868e+06,-8.030185556755721488e-02,7.593582573022642279e+00,4.364868919188167468e-02
-2.706933173990431242e+06,4.688738755394009873e+06,3.360439754716853611e+06,-1.569343134444085505e-02,7.654906772713619745e+00,-6.377055871409170740e-02
-2.706927654239689931e+06,4.688746848721372895e+06,3.360418269277375191e+06,-5.801977038014987514e-02,7.804305926641026403e+00,8.224311265375634436e-03
-2.706926690761226695e+06,4.688745631266064942e+06,3.360427990419426467e+06,9.618138532408848640e-02,7.822427835960922060e+00,6.684793773223959845e-02
-2.706922160274770577e+06,4.688748950855098665e+06,3.360430102699206211e+06,2.322196366481957264e-02,8.011014804805109080e+00,5.931035314930434288e-02
-2.706938414523888845e+06,4.688755717071359046e+06,3.360435115955878049e+06,-6.968762205178189416e-03,8.169713768149135191e+00,-9.670022436863885684e-03
-2.706930827768137679e+06,4.688746874345984310e+06,3.360426651075484697e+06,5.438591014768469865e-03,8.169826747720755122e+00,2.930416270033367118e-02
-2.706928620680482127e+06,4.688751063148720190e+06,3.360433858222161420e+06,-1.074724258382673547e-01,8.307759679673749176e+00,-6.349037330263449484e-03
-2.706927937470837962e+06,4.688755509454265237e+06,3.360429293496959377e+06,7.504703631613864230e-03,8.375719303377431757e+00,7.671837924085413152e-02
-2.706935434480661992e+06,4.688753454798908904e+06,3.360442986710907426e+06,-1.284901973107032205e-02,8.541663305693621311e+00,6.110865356817494348e-02
-2.706932226481535472e+06,4.688749443324132822e+06,3.360445684679277241e+06,2.358647385330182866e-02,8.588622422308693771e+00,3.474976004264608564e-02
-2.706928668395964894e+06,4.688741143502134830e+06,3.360425707120523322e+06,-2.409603837416535600e-03,8.708087106426665613e+00,8.575135128653998962e-02
-2.706924817321998999e+06,4.688743445572795346e+06,3.360439104976894800e+06,7.500685859264152877e-02,8.730263087953122891e+00,7.719910605697596212e-03
-2.706921121508083772e+06,4.688749267863309942e+06,3.360424589685863815e+06,5.292440843447247106e-02,8.841466620595644699e+00,-1.081847097764395207e-02
-2.706924420824491419e+06,4.688744979170086794e+06,3.360433894936360884e+06,-6.243623274411250895e-02,9.001601559832716148e+00,-5.957522092025147042e-02
-2.706943130648987833e+06,4.688752419247324578e+06,3.360427205891293939e+06,7.447537411031057882e-03,9.048585617829557393e+00,-4.771593875603958451e-03
-2.706918506276055705e+06,4.688759563680970110e+06,3.360431269665768370e+06,5.754898983361576154e-02,9.259966029558032830e+00,-4.107776141625715804e-02
-2.706930377624307293e+06,4.688758520697997883e+06,3.360435691043476108e+06,5.149687853175025781e-02,9.338677788279873937e+00,7.042772996318320822e-02
-2.706926773201169446e+06,4.688757448554893956e+06,3.360426646817901172e+06,-3.128829188126602129e-02,9.378017922762204250e+00,-4.530399585312398086e-02
-2.706939378647164907e+06,4.688751896217767149e+06,3.360425995182170533e+06,4.818882071464639094e-02,9.465581565271945053e+00,-6.169355797149717047e-02
-2.706925971524928231e+06,4.688762873935413547e+06,3.360417796081549954e+06,2.262115665507674622e-02,9.550127961263415344e+00,-9.219022525941390767e-02
-2.706926059034035075e+06,4.688757595226579346e+06,3.360418871893501841e+06,-1.277542579815673686e-02,9.628823851958552282e+00,-2.656570338882333071e-02
-2.706928433457069099e+06,4.688759422170976177e+06,3.360430317218744662e+06,6.223851408492312581e-02,9.803185408958787761e+00,-7.118663260484224542e-02
-2.706920940705879591e+06,4.688759830014433712e+06,3.360431551071636379e+06,-1.830453485869809951e-02,9.830742876901634730e+00,7.819091465521593731e-03
-2.706926354420871940e+06,4.688749523947865702e+06,3.360430665029872209e+06,-2.193168429549452805e-02,9.955355551425027372e+00,-1.054195821893921456e-02
-2.706920976195753086e+06,4.688762668350043707e+06,3.360437423472750932e+06,-1.510627385236786024e-02,1.000821976012661629e+01,-4.193437945136330169e-02
-2.706931826774176210e+06,4.688755175825185142e+06,3.360418632826119196e+06,7.136116923236221488e-02,9.727065130648801627e+00,4.019346792362471499e-02
-2.706925564681384712e+06,4.688763623732440174e+06,3.360438805332416203e+06,-5.156631032795299524e-02,9.703096540003270931e+00,-1.953726880797683474e-02
-2.706937514627472963e+06,4.688768411436736584e+06,3.360424079141333234e+06,3.452445238301294489e-02,9.581052056834025166e+00,5.421904656859241438e-03
-2.706922401288283523e+06,4.688767679157678969e+06,3.360441801755086053e+06,1.104288408685982770e-01,9.439628198125472380e+00,7.116179679248335783e-03
-2.706925994727673009e+06,4.688761393801838160e+06,3.360432569154743105e+06,-1.131556614897419322e-02,9.426859484368753428e+00,5.264205266120713239e-02
-2.706924320097833406e+06,4.688764382618141361e+06,3.360421529335214291e+06,-5.397372429899316426e-02,9.263788974316764069e+00,3.561605511351179781e-02
-2.706931184388373513e+06,4.688766665501669981e+06,3.360417474609160796e+06,2.355269097130146920e-03,9.255854769368188073e+00,-2.379043420145187694e-03
-2.706925777461426333e+06,4.688769309986174107e+06,3.360437483674942516e+06,-4.397934166783421667e-02,9.127834820416937944e+00,-3.662761244098951957e-02
-2.706925684279652778e+06,4.688774675725052133e+06,3.360428285352306440e+06,5.367820324292429945e-02,9.073337294448942103e+00,1.835050740540734165e-02
-2.706920944247568492e+06,4.688777433225807734e+06,3.360441762352952734e+06,-9.557194126019827318e-02,8.952388670845058627e+00,-1.757880349442730861e-02
-2.706925681480811443e+06,4.688771638088451698e+06,3.360430453037238214e+06,1.015281634424043677e-01,8.856316537374274489e+00,-7.454740533283170725e-03
-2.706936932910588570e+06,4.688781878792447969e+06,3.360436728776487522e+06,-4.401265587039419197e-02,8.717563140455427018e+00,7.596127753988092535e-02
-2.706923888223357964e+06,4.688777869461969472e+06,3.360435475137059577e+06,2.111585456694468205e-02,8.576733063352756758e+00,-3.105671589472541391e-02
-2.706923372395897750e+06,4.688779151654129848e+06,3.360428524968840647e+06,-8.802288447200519450e-02,8.549327726044445797e+00,-9.541703000121238426e-03
-2.706924888890584465e+06,4.688779594118576497e+06,3.360426731427033432e+06,5.694815812008142963e-02,8.443942596923786681e+00,-5.515452989320001470e-02
-2.706931869682367891e+06,4.688772572359086946e+06,3.360436781670484226e+06,-1.887147189015539808e-02,8.349518527843420301e+00,-3.109177347299391103e-02
-2.706921136919520330e+06,4.688784803114818409e+06,3.360431138164614793e+06,-1.135546579734997980e-02,8.221127026594320597e+00,-1.058336374928141171e-01
-2.706925880858330987e+06,4.688779662134967744e+06,3.360444559169025626e+06,-2.353383587802948367e-03,8.156719493506503937e+00,-2.698664397395295414e-03
-2.706939499704380985e+06,4.688783081805174239e+06,3.360425985221079551e+06,6.063897051544590161e-03,8.087490792339352197e+00,2.259884534763354977e-02
-2.706922661262581591e+06,4.688775822429801337e+06,3.360431314717894420e+06,6.952696624630085032e-02,7.972217641521505804e+00,-1.994307891790326678e-02
-2.706940426160809584e+06,4.688785108448358253e+06,3.360434199854820035e+06,-2.372323871102843471e-02,7.809842809383633622e+00,3.934325132933656072e-02
-2.706930137046913151e+06,4.688780041643072851e+06,3.360433517719137482e+06,-4.896594359341935321e-02,7.747970767612341270e+00,-3.552065493972516447e-02
-2.706933590787822381e+06,4.688786484234597534e+06,3.360417919077935629e+06,3.307984784756875379e-02,7.628861999660254689e+00,2.302754670609958795e-03
-2.706935698056822177e+06,4.688787461847414263e+06,3.360430754056659993e+06,2.396605700678010320e-02,7.479633191708987994e+00,2.713635667445062592e-03
-2.706929903701852076e+06,4.688777542690576054e+06,3.360422316477118991e+06,-4.037597370283153159e-02,7.501633621975996924e+00,-5.357544842958758546e-02
-2.706923989636299666e+06,4.688788367390976287e+06,3.360427957535096444e+06,3.681679147737638297e-02,7.341599655006641356e+00,-1.181863551278341112e-01
-2.706929311075071339e+06,4.688787365408104844e+06,3.360432131280927453e+06,3.208412795022560701e-03,7.276783362440856884e+00,-5.103881286345135493e-02
-2.706934672718460672e+06,4.688789129707887769e+06,3.360430011913131922e+06,6.328050160286323444e-02,7.034053425155716077e+00,1.131194032897371166e-01
-2.706926242726554163e+06,4.688791958798346110e+06,3.360436944986316375e+06,-3.231998783107810358e-02,7.063443055169308593e+00,-2.224758636562990458e-02
-2.706930206152490340e+06,4.688778571025984362e+06,3.360437536005680449e+06,6.045251026675443895e-02,6.966196123687165453e+00,-8.207791650604540079e-02
-2.706925902245257981e+06,4.688792562011167407e+06,3.360431296967274975e+06,3.176978979693825117e-02,6.881819049380969666e+00,3.457963172522030698e-02
-2.706932652002363931e+06,4.688788006038612686e+06,3.360444255354688503e+06,7.292212454629373730e-02,6.732232266218035832e+00,7.590736003981317717e-03
-2.706927783525962848e+06,4.688797172578707337e+06,3.360435366750406101e+06,-4.768170782496337912e-02,6.664961878261045136e+00,4.116312215215260639e-02
-2.706933286449377425e+06,4.688795479977319017e+06,3.360433641246581916e+06,5.252658997438675037e-02,6.487636705553173400e+00,1.063619276287814386e-01
-2.706926346270387992e+06,4.688788166710258462e+06,3.360419172726122197e+06,4.533533069119244363e-02,6.494463926138705823e+00,3.620959829236287258e-03
-2.706934279028571211e+06,4.688786093809237704e+06,3.360437757886328269e+06,-2.521621495074802960e-02,6.342426219486259953e+00,2.285399755810635022e-02
-2.706926392537141684e+06,4.688800529254223220e+06,3.360432466123801656e+06,-5.973654695428526340e-02,6.226608620298152097e+00,-4.513477295968787439e-02
-2.706934046820892021e+06,4.688791504937373102e+06,3.360426583075796720e+06,8.485211191285806738e-04,6.119469315348486482e+00,7.968137424684683390e-03
-2.706927511219069362e+06,4.688789969148847274e+06,3.360429784328023437e+06,4.660320862019859400e-02,5.979578510492023824e+00,8.487196894574217110e-02
-2.706932432220498100e+06,4.688795019658002071e+06,3.360433483414817136e+06,-1.794927492719503416e-03,6.015234429565089691e+00,-7.527555115688661092e-02
-2.706933846884878818e+06,4.688786874406250194e+06,3.360425308748346288e+06,1.631892756043898515e-03,5.792031131409268063e+00,3.571283478306289116e-02
-2.706931792599783745e+06,4.688791008359822445e+06,3.360423349215124268e+06,1.178318396093042120e-02,5.772089533791360694e+00,-3.830683896524932075e-03
-2.706933620623451192e+06,4.688791505874374881e+06,3.360426112404773943e+06,-5.574402538170455251e-03,5.648038218480679440e+00,-3.950543942166473421e-02
-2.706929057603048626e+06,4.688803822535840794e+06,3.360435734992882702e+06,-2.939811400065215491e-02,5.574965514591712967e+00,-1.210520635919566657e-02
-2.706923257076350506e+06,4.688800389375163242e+06,3.360414289967822842e+06,2.181665749676984026e-02,5.461432878771212529e+00,-1.255370341958020608e-01
-2.706928984826571308e+06,4.688798052810787223e+06,3.360429922500917222e+06,-1.269024669002860074e-02,5.346062812363120642e+00,2.996625805558140315e-02
-2.706923489969501272e+06,4.688793321245995350e+06,3.360432733843327966e+06,-1.380867234040980898e-02,5.213191266485395658e+00,1.367903102978617995e-02
-2.706937091680730693e+06,4.688797650117588229e+06,3.360436816145398654e+06,1.669433754829838593e-02,5.163402882642738945e+00,1.637182039577919287e-02
-2.706925688758883160e+06,4.688801466032860801e+06,3.360423253142399248e+06,-1.150326155601948813e-02,4.938326842534029204e+00,-9.603277373182289578e-02
-2.706930984092757106e+06,4.688795608626816422e+06,3.360425302995944396e+06,-4.835032912930094760e-03,5.039617241405362158e+00,1.721798532680129251e-02
-2.706926415279190522e+06,4.688805744059706107e+06,3.360420341570299584e+06,-2.541320632899849406e-03,4.836302595201316556e+00,-4.518051456673150001e-02
-2.706933693811228964e+06,4.688808266360831447e+06,3.360426874335624278e+06,3.001604370374781616e-02,4.745753783849798069e+00,2.564027735316101383e-02
-2.706922353030397091e+06,4.688791938628657721e+06,3.360434927985262126e+06,-1.759842058613507801e-02,4.584883912910943771e+00,6.741056495241186386e-02
-2.706931515536919236e+06,4.688794986455383711e+06,3.360424235394591466e+06,1.707627022194268401e-02,4.570662385737993105e+00,-2.099175319772265610e-02
-2.706924260975718033e+06,4.688805189103685319e+06,3.360433937271172181e+06,3.072185052126917906e-02,4.431101249661226760e+00,1.143531915513894964e-02
-2.706925489543476608e+06,4.688811630337090231e+06,3.360434321772416588e+06,-2.792907955066351727e-02,4.394933201560179192e+00,6.197107490016682402e-02
-2.706924417832293548e+06,4.688801529453766532e+06,3.360434127277502324e+06,9.028942520685097339e-02,4.190030157923641418e+00,8.377340431388501790e-03
-2.706925636045166757e+06,4.688805308027170599e+06,3.360440292120384052e+06,-6.869440028838361134e-02,4.142739572689935201e+00,7.812904217817501218e-02
-2.706930485170512926e+06,4.688810112623388879e+06,3.360426165866828524e+06,-6.663321416409884700e-03,4.073520712014006229e+00,9.750148735972130609e-02
-2.706928217749242671e+06,4.688803595130889677e+06,3.360431481480342336e+06,1.203272842376203015e-02,3.911290391220817231e+00,-3.205964373530271333e-02
-2.706925016130069271e+06,4.688800568378899246e+06,3.360427854478519876e+06,2.657845712431600952e-03,3.712868232239386224e+00,1.214988730170232789e-02
-2.706927802806823049e+06,4.688806836524095386e+06,3.360439279937278014e+06,-4.269377465226951995e-02,3.765467481366956637e+00,-3.252108153485378655e-02
-2.706916918796317186e+06,4.688811598274253309e+06,3.360438708081025630e+06,1.008125774483041581e-02,3.632772247371915508e+00,-1.069618359294833600e-02
-2.706925613382462412e+06,4.688799599458739161e+06,3.360434436123258434e+06,-7.784296316103300750e-02,3.636339482728877748e+00,-1.118606578067012497e-01
-2.706935444775889628e+06,4.688803750250754878e+06,3.360422223017916083e+06,1.130937758209745597e-01,3.430617221510588788e+00,-3.881045976684586313e-02
-2.706923353484187741e+06,4.688801418749304488e+06,3.360425929860429838e+06,-4.783824127629318634e-02,3.312242546580838720e+00,-1.654823598070820703e-02
-2.706930720102200285e+06,4.688812102083800361e+06,3.360439484019710682e+06,6.197740867578516166e-02,3.228442995468686405e+00,7.447703870055953634e-02
-2.706930680072239600e+06,4.688807254443387501e+06,3.360437611405652948e+06,-7.109410972562502790e-03,3.078620420868404484e+00,-1.711817083025509237e-02
-2.706930340432755183e+06,4.688810822105955333e+06,3.360433738877958152e+06,-2.359114077194491080e-02,3.017085693434861327e+00,3.164089870824228490e-02
-2.706918009246576112e+06,4.688809759309480898e+06,3.360438542028184049e+06,-9.356448958893215373e-02,2.930211353370190785e+00,-5.780418458896118689e-02
-2.706932558551087044e+06,4.688818374585112557e+06,3.360427162327800412e+06,-5.408856019858333808e-02,2.803363093265126782e+00,-3.938820191848586838e-02
-2.706933808284169063e+06,4.688814818380371667e+06,3.360433709700434934e+06,4.784641904066120471e-02,2.717878844432839003e+00,8.875731760236676982e-02
-2.706920858099322300e+06,4.688806089080924168e+06,3.360421444645418786e+06,5.767439319807881465e-02,2.678801160872619214e+00,5.799906821328196238e-02
-2.706931472226629965e+06,4.688806501764338464e+06,3.360425411997936666e+06,3.689984162571626619e-02,2.577667538010641302e+00,4.838895095231582344e-02
-2.706934137867080979e+06,4.688805007536338642e+06,3.360426891677654348e+06,-3.913732765039110682e-03,2.476919433257030345e+00,-9.293071400726257703e-02
-2.706929239939675666e+06,4.688816433573178016e+06,3.360422074702068232e+06,-3.995971701478474858e-02,2.403189395456296396e+00,3.003792377246822937e-02
-2.706937908788598143e+06,4.688815216580584645e+06,3.360422869608690031e+06,-1.273973709108979502e-01,2.264860019271049740e+00,-5.535271245765507886e-02
-2.706919995796376839e+06,4.688813725753532723e+06,3.360436580110736657e+06,-5.274778003678445848e-02,2.114721376704735256e+00,9.717465283612506527e-03
-2.706923070844686590e+06,4.688810225289080292e+06,3.360422741953528952e+06,-2.059565020563576890e-02,1.969114460897003260e+00,-8.889221170981218001e-02
-2.706929912766746245e+06,4.688801612154351547e+06,3.360424851598322392e+06,1.919423486190258588e-03,1.882845738496309984e+00,1.108997510390892227e-01
-2.706933347750006709e+06,4.688809148711254820e+06,3.360435316584446467e+06,-1.393003224953423026e-02,1.839229876310835676e+00,-3.962716138258959298e-02
-2.706927495330930222e+06,4.688810799622320570e+06,3.360425536631058436e+06,-3.243307582480423057e-02,1.707840911261031769e+00,-5.106614256678616848e-02
-2.706925125290445983e+06,4.688807992859099060e+06,3.360437486397374887e+06,2.934252368402996691e-02,1.630122710288395060e+00,9.589425043115334599e-03
-2.706928334107053932e+06,4.688800662206728943e+06,3.360433914074301254e+06,-5.724629873259565183e-02,1.514715983571816249e+00,1.823117246043925652e-02
-2.706929652040401939e+06,4.688808655745839700e+06,3.360431869537352584e+06,-1.026787224883553007e-01,1.381641124841002988e+00,3.177750429767982332e-02
-2.706919355369883589e+06,4.688813268791289069e+06,3.360435573097832035e+06,-4.313666282160250054e-02,1.285924828300490708e+00,4.770708341991897888e-02
-2.706925975768121425e+06,4.688820556394437328e+06,3.360436870775586460e+06,-2.061167226725331425e-02,1.180068366451327178e+00,-5.039359318949272748e-02
-2.706936590855438262e+06,4.688811524069624953e+06,3.360423453027079348e+06,3.791046707907910068e-02,1.165551011939596204e+00,4.247464082330253132e-02
-2.706930801426856779e+06,4.688814498012533411e+06,3.360437131603078451e+06,7.082069348912070628e-02,9.943878256773857061e-01,1.336991770583063389e-04
-2.706927606381973252e+06,4.688807112800104544e+06,3.360426219739058986e+06,8.026556686458660717e-02,8.554501774188771890e-01,-1.017842772683262009e-01
-2.706919095802222844e+06,4.688804980759543367e+06,3.360442158904449549e+06,3.439773569209986226e-02,7.771501246801758578e-01,-4.346573240098016572e-02
-2.706922503649550490e+06,4.688811326665256172e+06,3.360446863050887827e+06,-6.992471974852851324e-03,6.977717161011743885e-01,3.963860781638665898e-02
-2.706927418241292704e+06,4.688810905465739779e+06,3.360424538162564393e+06,-1.953505317698251906e-02,6.233217153594644566e-01,-7.346559814988676274e-03
-2.706926505191655364e+06,4.688808250293752179e+06,3.360443115595815703e+06,7.148519458995626630e-02,5.300805252623038699e-01,6.699706920207475214e-02
-2.706933377441510558e+06,4.688807357816725969e+06,3.360425620417825412e+06,6.996269514470982581e-03,4.422407859601356628e-01,-4.937133362989561125e-02
-2.706931044747559354e+06,4.688806102901535109e+06,3.360422404516628943e+06,-3.665048513719378759e-02,3.025013488314217680e-01,3.472563370841804525e-02
-2.706932293347541243e+06,4.688812685370932333e+06,3.360427445245360024e+06,8.415365073125853634e-03,1.888921427409486764e-01,7.409723284555335028e-03
-2.706919265447834507e+06,4.688806679500746541e+06,3.360421760173751507e+06,-1.246643702884121536e-03,1.261213255694202118e-01,8.585335816576183943e-02
-2.706930251458605286e+06,4.688820528033401817e+06,3.360434777332692407e+06,5.727293674360894871e-02,3.585378263716227504e-02,1.649024112878558906e-02
-2.706933271889119409e+06,4.688811084553621709e+06,3.360436796978252009e+06,4.568746180215836616e-02,-7.543255280845508060e-02,-1.134914836126951626e-01
-2.706920102425931953e+06,4.688809885314492509e+06,3.360431567617317662e+06,4.300272320041705065e-02,5.761822804085201671e-02,-1.776533679220123618e-01
-2.706930698229369707e+06,4.688817713396048173e+06,3.360433847301611211e+06,-4.139578100947360374e-03,-2.474516518126238310e-02,-2.105504728696774297e-01
-2.706921669237101916e+06,4.688813438301786780e+06,3.360433681124796160e+06,-3.435244518374928890e-02,-8.366353264228311437e-02,-2.499438068465425211e-01
-2.706930731856388971e+06,4.688815603593894280e+06,3.360420896844365634e+06,-2.115691945105821828e-02,8.342876305111213142e-02,-4.906830482370112545e-01
-2.706921419032354373e+06,4.688813055193136446e+06,3.360430631239135750e+06,4.536067026420529356e-03,9.114888957765435173e-02,-5.513846825211324854e-01
-2.706924796184731647e+06,4.688809971195461228e+06,3.360428127908811904e+06,1.645573150284723035e-02,1.904985584432123888e-02,-6.514824745737256562e-01
-2.706932638692296576e+06,4.688808337539562955e+06,3.360424097188643645e+06,-9.787432068010809560e-02,1.030725018377509627e-01,-7.439426269484800125e-01
-2.706926870808472857e+06,4.688817796304883435e+06,3.360428758158715442e+06,-4.881775592932253299e-02,1.166809400890101850e-01,-8.148266426983726829e-01
-2.706936945657254662e+06,4.688815254188793711e+06,3.360433086661071517e+06,6.535674471670618879e-02,5.395454394308694251e-03,-9.989627007090613464e-01
-2.706925869378363714e+06,4.688812231136586517e+06,3.360423916145397816e+06,-7.158107864417916077e-03,2.520728423541517341e-02,-1.036453578391193231e+00
-2.706944777857700828e+06,4.688820532104186714e+06,3.360426424753127154e+06,2.168420556975116532e-03,-1.744848974238430786e-02,-1.126826383855744407e+00
-2.706924102390910033e+06,4.688815259990428574e+06,3.360439750224847347e+06,-6.732552189504663852e-03,-6.164028477061324687e-03,-1.240564549103225334e+00
-2.706922036219016183e+06,4.688816040691428818e+06,3.360430385173678864e+06,3.259934139573738426e-02,7.039507528417827953e-02,-1.387364932890792213e+00
-2.706928244239319116e+06,4.688817145144916140e+06,3.360419128149334807e+06,3.988173904400795639e-02,-2.416400318590640819e-02,-1.511426470184012105e+00
-2.706929536455161870e+06,4.688807324040339328e+06,3.360435949171566870e+06,-5.787467533765654898e-02,5.805874160076576751e-02,-1.532787969311886656e+00
-2.706938133712816052e+06,4.688815128125289455e+06,3.360416781597454101e+06,-3.906690157652548817e-02,-3.318985346324219987e-02,-1.567518902813348713e+00
-2.706933891257612966e+06,4.688815084260093048e+06,3.360437941917068325e+06,2.883300355110884547e-02,-3.000219007782340026e-03,-1.771541035297107047e+00
-2.706934150779725984e+06,4.688806544352850877e+06,3.360439684229371138e+06,1.695892375444549988e-02,-5.911245715233213668e-03,-1.937529554987877489e+00
-2.706928001583889592e+06,4.688813974767246284e+06,3.360444443799515255e+06,3.533207287159779997e-02,4.438907600290623034e-02,-1.953928359283375604e+00
-2.706933523493668064e+06,4.688810806443603709e+06,3.360437456224360503e+06,-7.789216971902024333e-02,2.654490520090795752e-03,-2.077554291460129487e+00
-2.706935056627740152e+06,4.688810784440047108e+06,3.360430805716742761e+06,1.184103443942337713e-01,-4.674804934604502582e-02,-2.177930512980605915e+00
-2.706933785084187519e+06,4.688811071066871285e+06,3.360428294615445193e+06,3.937880707878644963e-03,1.489741642095865782e-03,-2.243619299359891794e+00
-2.706924029428908601e+06,4.688805691206428222e+06,3.360437378839911893e+06,-4.050888110791800445e-02,2.588164442593683667e-02,-2.303581891961221206e+00
-2.706934856452612672e+06,4.688810862037369981e+06,3.360423485696382821e+06,-1.619077722185125606e-02,-6.566332595329453514e-02,-2.433872982041703992e+00
-2.706926444631923921e+06,4.688810541936048307e+06,3.360429669571044389e+06,8.630317885716214110e-03,-1.190882529622642044e-01,-2.576745840896499384e+00
-2.706926516875230707e+06,4.688806221292010508e+06,3.360430641830333509e+06,2.595412560795498647e-02,-3.418657021759351905e-02,-2.693963571830150006e+00
-2.706935334914366249e+06,4.688804606472560205e+06,3.360414613409604412e+06,-5.756364173044120625e-03,1.702608945494504464e-02,-2.753132363656707327e+00
-2.706921778109078761e+06,4.688816024240446277e+06,3.360435938349902630e+06,8.942979844418965513e-04,-7.942883324109924204e-02,-2.764865055346697797e+00
-2.706924306035331450e+06,4.688810819017011672e+06,3.360421534909192473e+06,-1.963025589715820113e-02,3.141094958183742597e-02,-3.074597326701581590e+00
-2.706932179268183187e+06,4.688813295810894109e+06,3.360422123315645847e+06,-1.846671132731569909e-02,1.989913592527203096e-02,-3.098680909938895667e+00
-2.706927322017455939e+06,4.688801686267973855e+06,3.360424590027317405e+06,-7.447587616339601535e-02,-4.548726274424877425e-02,-3.204779885596353850e+00
-2.706925905184336007e+06,4.688812191276506521e+06,3.360430018146988470e+06,-1.697316080291366366e-02,-8.766179012788338776e-02,-3.332676332987450696e+00
-2.706931662492125761e+06,4.688813034940932877e+06,3.360420181244902778e+06,-2.443674113026041497e-02,5.459972676728766516e-02,-3.320302244349929488e+00
-2.706928740063905716e+06,4.688818945254597813e+06,3.360425903905400541e+06,6.363544237352929123e-02,4.718470289170341447e-02,-3.477202822864798648e+00
-2.706927355994358193e+06,4.688813873840535060e+06,3.360421869372689631e+06,-9.300778887728543276e-02,6.236786437714297165e-02,-3.530642508683509373e+00
-2.706917890114670154e+06,4.688809519913184457e+06,3.360419631483242847e+06,-1.430822508177829328e-02,-3.585482070257284271e-02,-3.675073358123908118e+00
-2.706927248553682119e+06,4.688810772737713531e+06,3.360419167923969682e+06,1.044175217643618370e-02,-6.356694888368316643e-02,-3.710172203728008711e+00
-2.706927148652537726e+06,4.688811427176420577e+06,3.360414989838757087e+06,7.977339350544794538e-02,-3.122844450941723166e-02,-3.843819875646499629e+00
-2.706924421724983957e+06,4.688823290017962456e+06,3.360437874588984996e+06,-3.717614762146342899e-02,3.012375095305242639e-02,-4.017356505444936055e+00
-2.706931431201181374e+06,4.688811497587596066e+06,3.360423257789923809e+06,4.689979906378161784e-02,-1.404022504391405982e-02,-4.027276625340893368e+00
-2.706939799238392152e+06,4.688808762449943461e+06,3.360417247252587695e+06,6.670728316306592798e-02,-3.826187876820862782e-02,-4.252983517210893183e+00
-2.706922461742050014e+06,4.688799800603295676e+06,3.360423510379261803e+06,4.125942483720274750e-02,7.205230734912296264e-02,-4.260446263712658777e+00
-2.706935348987103440e+06,4.688809871930293739e+06,3.360421203497715294e+06,-6.904651404569686624e-02,9.998314400600698260e-02,-4.329737618651757103e+00
-2.706927216311831493e+06,4.688814903609881178e+06,3.360429777306217700e+06,-7.559538376535700210e-02,1.368441378721349522e-01,-4.400237722991871436e+00
-2.706928496417385526e+06,4.688815822615152225e+06,3.360428026915256865e+06,-4.811857614194514632e-02,8.171031118260931037e-03,-4.599887665051868524e+00
-2.706942214659475721e+06,4.688809167203619145e+06,3.360419194208414759e+06,-1.698489250419232301e-03,2.431463553062974264e-02,-4.724927176936075668e+00
-2.706924151409191545e+06,4.688810214313168079e+06,3.360409806686585769e+06,3.551760026571890855e-02,-4.323736162687616402e-02,-4.783310631123351975e+00
-2.706931929431385361e+06,4.688814156707470305e+06,3.360409033070533536e+06,5.022840897415158795e-02,-5.064961827026745467e-02,-4.830990251859407003e+00
-2.706930564893944189e+06,4.688801205943714827e+06,3.360423953237229958e+06,1.145693047192095776e-02,-1.909639215529809796e-03,-4.960732016574739944e+00
-2.706931659962648991e+06,4.688814129346525297e+06,3.360407090677405242e+06,7.228491292811681235e-02,2.189797679321781043e-02,-5.045482288321582409e+00
-2.706927182181832381e+06,4.688812778159824200e+06,3.360416743588702288e+06,-1.459650247698376230e-02,2.963547440972724711e-02,-5.146948602084453483e+00
-2.706925485202578828e+06,4.688809536471465603e+06,3.360413962439054623e+06,5.567850289119623958e-02,-2.074768138688558652e-02,-5.267143629100060842e+00
-2.706929047068332788e+06,4.688814083079573698e+06,3.360415939087941311e+06,-5.637193710473355039e-03,-7.577027259121929537e-02,-5.308160979966611848e+00
-2.706929879764128011e+06,4.688813925884655677e+06,3.360420514472779352e+06,7.511246519202588977e-03,-4.816957473917660507e-03,-5.333477748682826203e+00
-2.706923192536965944e+06,4.688811481875106692e+06,3.360419622000105213e+06,-4.302906701086756103e-02,-4.902695938635737855e-02,-5.530119615829933721e+00
