ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029105255523231e+06,4.688711955664515495e+06,3.360431434122325853e+06,9.999999999999999167e-02,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029090755523182e+06,4.688711955664515495e+06,3.360431434122325853e+06,2.000000000000000389e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029066255522892e+06,4.688711955664515495e+06,3.360431434122325853e+06,3.000000000000000999e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.707029031755522825e+06,4.688711955664515495e+06,3.360431434122325853e+06,4.000000000000001887e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.707028987255522981e+06,4.688711955664515495e+06,3.360431434122325853e+06,5.000000000000002220e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.707028932755522896e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.000000000000003109e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.707028868255523033e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.000000000000003997e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.707028793755522929e+06,4.688711955664515495e+06,3.360431434122325853e+06,8.000000000000004885e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.707028709255523048e+06,4.688711955664515495e+06,3.360431434122325853e+06,9.000000000000005773e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.707028614755522925e+06,4.688711955664515495e+06,3.360431434122325853e+06,1.000000000000000666e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707028510255523026e+06,4.688711955664515495e+06,3.360431434122325853e+06,1.100000000000000755e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707028395755522884e+06,4.688711955664515495e+06,3.360431434122325853e+06,1.200000000000000844e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707028271255522966e+06,4.688711955664515495e+06,3.360431434122325853e+06,1.300000000000000933e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707028136755522806e+06,4.688711955664515495e+06,3.360431434122325853e+06,1.400000000000001021e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707027992255522870e+06,4.688711955664515495e+06,3.360431434122325853e+06,1.500000000000001110e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707027837755523156e+06,4.688711955664515495e+06,3.360431434122325853e+06,1.600000000000001199e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707027673255523201e+06,4.688711955664515495e+06,3.360431434122325853e+06,1.700000000000001288e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707027498755523004e+06,4.688711955664515495e+06,3.360431434122325853e+06,1.800000000000001377e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707027314255523030e+06,4.688711955664515495e+06,3.360431434122325853e+06,1.900000000000001465e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707027119755522814e+06,4.688711955664515495e+06,3.360431434122325853e+06,2.000000000000001332e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707026915255522821e+06,4.688711955664515495e+06,3.360431434122325853e+06,2.099999999999999201e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707026700755523052e+06,4.688711955664515495e+06,3.360431434122325853e+06,2.199999999999997069e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707026476255523041e+06,4.688711955664515495e+06,3.360431434122325853e+06,2.299999999999994937e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707026241755523253e+06,4.688711955664515495e+06,3.360431434122325853e+06,2.399999999999992806e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707025997255523223e+06,4.688711955664515495e+06,3.360431434122325853e+06,2.499999999999990674e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707025742755522951e+06,4.688711955664515495e+06,3.360431434122325853e+06,2.599999999999988542e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707025478255522903e+06,4.688711955664515495e+06,3.360431434122325853e+06,2.699999999999986411e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707025203755523078e+06,4.688711955664515495e+06,3.360431434122325853e+06,2.799999999999984279e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707024919255523011e+06,4.688711955664515495e+06,3.360431434122325853e+06,2.899999999999982148e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707024624755523168e+06,4.688711955664515495e+06,3.360431434122325853e+06,2.999999999999980016e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707024320255523082e+06,4.688711955664515495e+06,3.360431434122325853e+06,3.099999999999977884e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707024005755523220e+06,4.688711955664515495e+06,3.360431434122325853e+06,3.199999999999975753e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707023681255523115e+06,4.688711955664515495e+06,3.360431434122325853e+06,3.299999999999973621e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707023346755523235e+06,4.688711955664515495e+06,3.360431434122325853e+06,3.399999999999971489e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707023002255523112e+06,4.688711955664515495e+06,3.360431434122325853e+06,3.499999999999969358e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707022647755523212e+06,4.688711955664515495e+06,3.360431434122325853e+06,3.599999999999967226e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707022283255523071e+06,4.688711955664515495e+06,3.360431434122325853e+06,3.699999999999965095e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707021908755523153e+06,4.688711955664515495e+06,3.360431434122325853e+06,3.799999999999962963e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707021524255522992e+06,4.688711955664515495e+06,3.360431434122325853e+06,3.899999999999960831e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707021129755523056e+06,4.688711955664515495e+06,3.360431434122325853e+06,3.999999999999958700e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707020725255522877e+06,4.688711955664515495e+06,3.360431434122325853e+06,4.099999999999957012e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707020310755522922e+06,4.688711955664515495e+06,3.360431434122325853e+06,4.199999999999954881e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707019886255523190e+06,4.688711955664515495e+06,3.360431434122325853e+06,4.299999999999952749e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707019451755523216e+06,4.688711955664515495e+06,3.360431434122325853e+06,4.399999999999950617e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707019007255523000e+06,4.688711955664515495e+06,3.360431434122325853e+06,4.499999999999948486e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707018552755523007e+06,4.688711955664515495e+06,3.360431434122325853e+06,4.599999999999946354e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707018088255523238e+06,4.688711955664515495e+06,3.360431434122325853e+06,4.699999999999944222e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707017613755523227e+06,4.688711955664515495e+06,3.360431434122325853e+06,4.799999999999942091e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707017129255522974e+06,4.688711955664515495e+06,3.360431434122325853e+06,4.899999999999939959e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707016634755522944e+06,4.688711955664515495e+06,3.360431434122325853e+06,4.999999999999937828e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707016130255523138e+06,4.688711955664515495e+06,3.360431434122325853e+06,5.099999999999935696e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707015615755523089e+06,4.688711955664515495e+06,3.360431434122325853e+06,5.199999999999933564e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707015091255523264e+06,4.688711955664515495e+06,3.360431434122325853e+06,5.299999999999931433e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707014556755523197e+06,4.688711955664515495e+06,3.360431434122325853e+06,5.399999999999929301e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707014012255522888e+06,4.688711955664515495e+06,3.360431434122325853e+06,5.499999999999927169e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707013457755523268e+06,4.688711955664515495e+06,3.360431434122325853e+06,5.599999999999925038e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707012893255522940e+06,4.688711955664515495e+06,3.360431434122325853e+06,5.699999999999922906e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707012318755522836e+06,4.688711955664515495e+06,3.360431434122325853e+06,5.799999999999920774e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707011734255522955e+06,4.688711955664515495e+06,3.360431434122325853e+06,5.899999999999918643e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707011139755522832e+06,4.688711955664515495e+06,3.360431434122325853e+06,5.999999999999916511e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707010535255522933e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.099999999999914380e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707009920755523257e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.199999999999912248e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707009296255522873e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.299999999999910116e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707008661755523179e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.399999999999907985e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707008017255523242e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.499999999999905853e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707007362755523063e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.599999999999903721e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707006698255523108e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.699999999999901590e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707006023755522911e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.799999999999899458e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707005339255522937e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.899999999999897327e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707004644755523186e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.999999999999895195e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707003940255523194e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.099999999999893063e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707003225755522959e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.199999999999890932e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707002501255522948e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.299999999999888800e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707001766755523160e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.399999999999886668e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707001022255523130e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.499999999999884537e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.707000267755522858e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.599999999999882405e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.706999503255522810e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.699999999999880274e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.706998728755522985e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.799999999999878142e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.706997944255522918e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.899999999999876010e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.706997149755523074e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.999999999999873879e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.706996345255522989e+06,4.688711955664515495e+06,3.360431434122325853e+06,8.099999999999871747e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.706995530755523127e+06,4.688711955664515495e+06,3.360431434122325853e+06,8.199999999999869615e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.706994706255523022e+06,4.688711955664515495e+06,3.360431434122325853e+06,8.299999999999867484e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.706993871755523141e+06,4.688711955664515495e+06,3.360431434122325853e+06,8.399999999999865352e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.706993027255523019e+06,4.688711955664515495e+06,3.360431434122325853e+06,8.499999999999863221e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.706992172755523119e+06,4.688711955664515495e+06,3.360431434122325853e+06,8.599999999999861089e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.706991308255522978e+06,4.688711955664515495e+06,3.360431434122325853e+06,8.699999999999858957e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.706990433755523060e+06,4.688711955664515495e+06,3.360431434122325853e+06,8.799999999999856826e+00,0.000000000000000000e+00,0.000000000000000000e+00
